Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2008	78	Aaron Rodgers, QB	GB	56	207	3.7	21	1	4	12.9	4	21
2008	79	Ladell Betts, RB	WSH	61	206	3.4	14	0	1	15.8	1	15
2008	80	Jay Cutler, QB	DEN	57	200	3.5	18	0	2	12.5	4	14
2008	81	J.J. Arrington, RB	ARI	31	187	6.0	30	2	1	17.0	0	9
2008	82	Joe Flacco, QB	BAL	52	180	3.5	38	2	2	11.3	5	16
2008	83	T.J. Duckett, RB	SEA	62	172	2.8	29	1	8	10.8	0	26
2008	84	Josh Cribbs, WR	CLE	29	167	5.8	27	2	1	11.1	0	12
2008	85	Jeff Garcia, QB	TB	35	148	4.2	20	1	1	12.3	2	14
2008	86	Donovan McNabb, QB	PHI	39	147	3.8	17	0	2	9.2	3	11
2008	87	Tarvaris Jackson, QB	MIN	26	145	5.6	29	1	0	16.1	2	10
2008	87 	J.T. O'Sullivan, QB	SF	30	145	4.8	18	0	0	16.1	2	6
2008	89	Andre Hal, CB	DEN	35	144	4.1	16	0	0	18.0	2	7
2008	90	Kenneth Darby, RB	STL	32	140	4.4	14	0	0	14.0	1	9
2008	91	P.J. Pope, RB	DEN	17	130	7.6	24	2	0	26.0	0	6
2008	91 	Leonard Weaver, FB	SEA	30	130	4.3	15	0	0	9.3	1	9
2008	93	JaMarcus Russell, QB	OAK	17	127	7.5	24	3	1	8.5	1	11
2008	94	Trent Edwards, QB	BUF	36	117	3.3	15	0	3	8.4	3	11
2008	95	Shaun Hill, QB	SF	24	115	4.8	24	1	2	12.8	4	11
2008	96	Brad Smith, WR	NYJ	12	113	9.4	36	1	0	7.5	1	7
2008	97	DeShawn Wynn, RB	GB	8	110	13.8	73	1	1	22.0	0	3
2008	98	Kevin Jones, RB	CHI	34	109	3.2	16	0	0	9.9	0	7
2008	98 	Eddie Royal, WR	DEN	11	109	9.9	71	1	0	7.3	0	3
2008	100	Matt Ryan, QB	ATL	55	104	1.9	17	0	1	6.5	4	11
2008	101	Ben Roethlisberger, QB	PIT	34	101	3.0	17	0	2	6.3	4	8
2008	102	Adrian Peterson, RB	CHI	20	100	5.0	16	0	0	6.7	0	4
2008	102	Kolby Smith, RB	KC	35	100	2.9	19	0	1	14.3	0	5
2008	104	DeSean Jackson, WR	PHI	17	96	5.6	21	1	1	6.0	0	5
2008	105	Jacob Hester, RB	SD	19	95	5.0	28	1	1	5.9	1	6
2008	106	Ryan Moats, RB	HOU	26	94	3.6	12	0	1	10.4	0	6
2008	107	Laurence Maroney, RB	NE	28	93	3.3	17	0	0	31.0	0	4
2008	108	Patrick Cobbs, RB	MIA	12	88	7.3	44	1	1	5.5	0	4
2008	109	Jason Wright, RB	CLE	23	85	3.7	11	0	0	5.7	0	7
2008	109	Lousaka Polite, FB	MIA	23	85	3.7	14	0	0	7.7	0	15
2008	111	Philip Rivers, QB	SD	31	84	2.7	11	0	0	5.3	2	12
2008	112	Lance Ball, RB	IND	13	83	6.4	23	1	0	83.0	1	4
2008	113	Mark Clayton, WR	BAL	6	81	13.5	42	1	1	5.1	0	3
2008	114	Kyle Eckel, FB	PHI	24	79	3.3	14	0	0	15.8	0	6
2008	115	Seneca Wallace, QB	SEA	16	78	4.9	23	1	0	7.8	1	5
2008	116	Gary Russell, RB	PIT	28	77	2.8	15	0	3	6.4	0	11
2008	117	Ted Ginn Jr., WR	MIA	5	73	14.6	40	2	2	4.6	0	2
2008	118	J.P. Losman, QB	BUF	12	70	5.8	17	0	2	14.0	1	6
2008	119	Harry Douglas, WR	ATL	12	69	5.8	33	1	1	4.3	0	4
2008	119	Garrett Wolfe, RB	CHI	15	69	4.6	38	1	0	5.3	0	3
