Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2005	54	Jonathan Wells, RB	HOU	90	325	3.6	14	0	4	21.7	0	20
2005	55	Maurice Hicks, RB	SF	59	308	5.2	73	3	3	22.0	0	13
2005	55 	David Carr, QB	HOU	56	308	5.5	20	1	1	19.3	3	20
2005	57	Shawn Bryson, RB	DET	64	306	4.8	77	1	1	19.1	0	12
2005	58	Cedric Houston, RB	NYJ	81	302	3.7	17	0	2	25.2	0	15
2005	59	Marshall Faulk, RB	STL	65	292	4.5	20	1	0	18.3	2	15
2005	60	Maurice Morris, RB	SEA	71	288	4.1	49	1	1	18.0	0	17
2005	61	Aaron Brooks, QB	NO	45	281	6.2	22	4	2	21.6	2	19
2005	62	Chris Perry, RB	CIN	61	279	4.6	30	2	0	19.9	0	15
2005	63	Ryan Moats, RB	PHI	55	278	5.1	59	3	3	39.7	3	12
2005	64	Verron Haynes, FB	PIT	74	274	3.7	20	1	3	19.6	2	16
2005	65	Cedric Benson, RB	CHI	67	272	4.1	36	3	0	30.2	1	12
2005	66	Ron Dayne, RB	DEN	53	270	5.1	55	1	1	27.0	0	14
2005	67	Ahman Green, RB	GB	77	255	3.3	13	0	0	51.0	1	11
2005	68	Patrick Pass, FB	NE	54	245	4.5	31	1	3	20.4	2	12
2005	69	Zack Crockett, RB	OAK	60	208	3.5	24	1	1	13.0	0	12
2005	70	Rock Cartwright, RB	WSH	27	199	7.4	52	2	2	12.4	1	10
2005	71	Heath Evans, FB	MIA/NE	51	192	3.8	21	2	0	32.0	0	11
2005	72	Vernand Morency, RB	HOU	46	184	4.0	25	1	2	15.3	0	7
2005	73	Tyson Thompson, RB	DAL	46	182	4.0	16	0	0	12.1	0	9
2005	73 	Lamar Gordon, RB	PHI	54	182	3.4	11	0	1	13.0	2	11
2005	75	Tony Fisher, RB	GB	60	173	2.9	17	0	1	12.4	0	9
2005	76	David Garrard, QB	JAX	31	172	5.5	28	3	3	24.6	1	14
2005	77	Shaud Williams, RB	BUF	45	161	3.6	28	2	0	10.1	0	7
2005	78	J.P. Losman, QB	BUF	31	154	5.0	30	1	0	17.1	1	10
2005	79	Jake Plummer, QB	DEN	46	151	3.3	22	1	2	9.4	2	13
2005	80	Alvin Pearman, RB	JAX	39	149	3.8	45	1	1	9.3	0	6
2005	81	Duce Staley, RB	PIT	38	148	3.9	17	0	1	29.6	1	9
2005	82	Daunte Culpepper, QB	MIN	24	147	6.1	18	0	1	21.0	1	11
2005	83	Kevin Faulk, RB	NE	51	145	2.8	13	0	0	18.1	1	5
2005	84	LaBrandon Toefield, RB	JAX	36	142	3.9	32	1	4	15.8	0	7
2005	85	Steve McNair, QB	TEN	32	139	4.3	19	0	1	9.9	1	12
2005	85 	Josh McCown, QB	ARI	29	139	4.8	12	0	0	15.4	2	7
2005	87	Brooks Bollinger, QB	NYJ	35	135	3.9	15	0	0	12.3	1	13
2005	88	Nick Goings, RB	CAR	37	133	3.6	17	0	0	8.3	0	6
2005	89	Matt Hasselbeck, QB	SEA	36	124	3.4	23	1	1	7.8	0	8
2005	90	Derrick Ward, RB	NYG	35	123	3.5	12	0	0	8.8	0	7
2005	91	Noah Herron, RB	GB/PIT	45	121	2.7	17	0	2	24.2	0	9
2005	92	Dominic Rhodes, RB	IND	40	118	3.0	24	1	4	9.1	0	11
2005	92 	Mike McMahon, QB	PHI	34	118	3.5	19	0	3	13.1	4	9
2005	94	Mark Brunell, QB	WSH	42	111	2.6	25	1	0	6.9	4	12
2005	95	Najeh Davenport, RB	GB	30	105	3.5	24	1	2	21.0	1	9
2005	95 	Jarrett Payton, RB	TEN	33	105	3.2	15	0	2	8.1	0	7
2005	97	Alex Smith, QB	SF	30	103	3.4	19	0	0	11.4	2	3
2005	98	Brandon Jacobs, RB	NYG	38	99	2.6	21	1	7	6.2	1	19
2005	99	Lorenzo Neal, FB	SD	29	98	3.4	9	0	0	6.1	0	19
2005	100	Chris Chambers, WR	MIA	12	92	7.7	61	1	0	5.8	2	4
2005	101	Tom Brady, QB	NE	27	89	3.3	15	0	1	5.6	0	16
2005	102	Reno Mahe, RB	PHI	20	87	4.4	13	0	0	5.8	0	3
2005	103	Ashley Lelie, WR	DEN	5	84	16.8	39	1	0	5.3	0	5
2005	104	Earnest Graham, RB	TB	28	83	3.0	16	0	0	5.2	1	4
2005	105	Trent Green, QB	KC	35	82	2.3	13	0	0	5.1	3	9
2005	106	Anthony Thomas, RB	DAL/NO	36	80	2.2	12	0	0	16.0	0	5
2005	106	Joey Harrington, QB	DET	24	80	3.3	15	0	0	6.7	1	3
2005	106	Eli Manning, QB	NYG	29	80	2.8	14	0	1	5.0	2	6
2005	106	Leonard Weaver, FB	SEA	17	80	4.7	24	1	0	5.0	0	3
2005	106	Mike Alstott, FB	TB	34	80	2.4	9	0	6	5.0	0	12
2005	111	William Green, RB	CLE	20	78	3.9	17	0	0	9.8	0	4
2005	111	Mack Strong, FB	SEA	17	78	4.6	16	0	0	4.9	0	7
2005	113	Matt Schaub, QB	ATL	9	76	8.4	23	2	0	4.8	0	5
2005	114	Bruce Perry, RB	PHI	16	74	4.6	11	0	0	37.0	0	3
2005	115	Antwaan Randle El, WR	PIT	12	73	6.1	43	1	0	4.6	0	2
2005	116	Ben Roethlisberger, QB	PIT	31	69	2.2	13	0	3	5.8	1	9
2005	117	Anthony Wright, QB	BAL	18	68	3.8	22	1	0	7.6	2	9
2005	118	Byron Leftwich, QB	JAX	31	67	2.2	9	0	2	6.1	0	7
2005	119	Kyle Boller, QB	BAL	23	66	2.9	9	0	1	7.3	2	7
2005	120	Justin Griffith, FB	ATL	15	65	4.3	19	0	0	4.1	0	3
