Year	RK	PLAYER	TEAM	REC	TAR	YDS	AVG	TD	LONG	20+	YDS/G	FUM	YAC	1DN
2014	66	Andre Holmes, WR	OAK	47	98	693	14.7	4	77	9	43.3	0	198	32
2014	67	Allen Hurns, WR	JAX	51	97	677	13.3	6	63	11	42.3	0	217	26
2014	68	James Jones, WR	OAK	73	111	666	9.1	6	42	6	41.6	3	227	40
2014	69	Nate Washington, WR	TEN	40	72	647	16.2	2	80	11	40.4	0	148	26
2014	70	Markus Wheaton, WR	PIT	53	87	644	12.2	2	47	5	40.3	0	161	33
2014	71	Jared Cook, TE	STL	52	98	634	12.2	3	59	7	39.6	0	245	32
2014	72	Larry Donnell, TE	NYG	63	92	623	9.9	6	32	5	38.9	4	207	36
2014	73	Taylor Gabriel, WR	CLE	36	71	621	17.3	1	70	10	38.8	0	238	26
2014	74 	Terrance Williams, WR	DAL	37	64	621	16.8	8	51	10	38.8	0	99	30
2014	75	Charles Clay, TE	MIA	58	84	605	10.4	3	41	9	43.2	0	258	31
2014	76	Jarius Wright, WR	MIN	42	62	588	14.0	2	87	9	36.8	0	333	25
2014	77	Jerricho Cotchery, WR	CAR	48	78	580	12.1	1	47	7	38.7	0	200	30
2014	78	Riley Cooper, WR	PHI	55	95	577	10.5	3	50	5	36.1	1	157	25
2014	79	Miles Austin, WR	CLE	47	70	568	12.1	2	31	7	47.3	0	213	34
2014	80	Cecil Shorts III, WR	JAX	53	110	557	10.5	1	53	7	42.8	1	253	26
2014	81	Harry Douglas, WR	ATL	51	75	556	10.9	2	41	3	46.3	0	230	28
2014	82	Brandin Cooks, WR	NO	53	70	550	10.4	3	50	4	55.0	0	174	25
2014	83	Martavis Bryant, WR	PIT	26	49	549	21.1	8	94	8	54.9	0	164	16
2014	84	Allen Robinson, WR	JAX	48	81	548	11.4	2	54	5	54.8	0	160	26
2014	85	Jermaine Kearse, WR	SEA	38	67	537	14.1	1	60	7	35.8	0	238	21
2014	86	Mychal Rivera, TE	OAK	58	101	534	9.2	4	33	6	33.4	3	186	29
2014	87	Owen Daniels, TE	BAL	48	79	527	11.0	4	39	5	35.1	0	160	32
2014	88	Niles Paul, TE	WSH	39	52	507	13.0	1	50	7	31.7	1	252	20
2014	89	Devin Hester, WR	ATL	38	59	504	13.3	2	46	7	31.5	1	254	21
2014	90	Fred Jackson, RB	BUF	66	90	501	7.6	1	34	6	35.8	3	593	25
2014	91	Justin Hunter, WR	TEN	28	68	498	17.8	3	75	7	41.5	0	185	20
2014	92	Scott Chandler, TE	BUF	47	70	497	10.6	3	37	9	31.1	0	191	28
2014	93	Julius Thomas, TE	DEN	43	60	489	11.4	12	35	7	37.6	1	181	30
2014	94	Roy Helu, RB	WSH	42	47	477	11.4	2	55	10	34.1	2	449	16
2014	95	Charles Johnson, WR	MIN	31	58	475	15.3	2	56	9	39.6	1	163	19
2014	96	Brian Hartline, WR	MIA	39	63	474	12.2	2	35	4	29.6	1	139	27
2014	97	Jordan Reed, TE	WSH	50	65	465	9.3	0	30	4	42.3	1	223	23
2014	98	Wes Welker, WR	DEN	49	64	464	9.5	2	39	5	33.1	0	170	24
2014	99	Jermaine Gresham, TE	CIN	62	79	460	7.4	5	23	2	30.7	3	254	24
2014	100	Andre Roberts, WR	WSH	36	72	453	12.6	2	61	7	28.3	1	205	28
2014	101	Shane Vereen, RB	NE	52	77	447	8.6	3	49	4	27.9	0	391	24
2014	102	Davante Adams, WR	GB	38	66	446	11.7	3	45	5	27.9	0	183	23
2014	103	Donte Moncrief, WR	IND	32	49	444	13.9	3	79	7	27.8	0	203	15
2014	104	Stedman Bailey, WR	STL	30	47	435	14.5	1	38	6	31.1	0	169	19
2014	105	Stevie Johnson, WR	SF	35	50	435	12.4	3	32	8	33.5	0	186	24
2014	106	Eddie Lacy, RB	GB	42	55	427	10.2	4	67	4	26.7	0	433	17
2014	107	Chris Hogan, WR	BUF	41	61	426	10.4	4	31	5	26.6	2	193	20
2014	108	Jordan Cameron, TE	CLE	24	48	424	17.7	2	81	8	42.4	0	159	13
2014	109	Marqise Lee, WR	JAX	37	68	422	11.4	1	37	6	32.5	0	170	20
2014	110	Cole Beasley, WR	DAL	37	49	420	11.4	4	45	4	26.3	2	208	26
2014	111	Preston Parker, WR	NYG	36	57	418	11.6	2	42	4	26.1	0	112	25
2014	112	DeMarco Murray, RB	DAL	57	64	416	7.3	0	34	3	26.0	2	474	16
2014	113	Jeremy Kerley, WR	NYJ	38	75	409	10.8	1	33	3	25.6	0	136	20
2014	114	Hakeem Nicks, WR	IND	38	70	405	10.7	4	29	7	25.3	0	123	18
2014	115	Dwayne Allen, TE	IND	29	50	395	13.6	8	41	6	30.4	1	168	24
2014	116	Andre Ellington, RB	ARI	46	64	395	8.6	2	81	4	32.9	0	372	19
2014	117	Darren Sproles, RB	PHI	40	63	387	9.7	0	57	4	25.8	0	396	17
2014	118	Cordarrelle Patterson, WR	MIN	33	67	384	11.6	1	28	4	24.0	0	168	20
2014	119	Louis Murphy, WR	TB	31	57	380	12.3	2	54	6	34.5	1	130	14
2014	120	Pierre Thomas, RB	NO	45	55	378	8.4	1	39	2	34.4	0	432	19
2014	121	Brian Quick, WR	STL	25	39	375	15.0	3	51	5	53.6	0	79	19
2014	122	Marshawn Lynch, RB	SEA	37	48	367	9.9	4	39	5	22.9	2	373	16
2014	123	Luke Willson, TE	SEA	22	40	362	16.5	3	80	7	24.1	0	220	14
2014	124	Benjamin Cunningham, RB	STL	45	54	352	7.8	1	19	0	22.0	1	277	21
2014	125	Percy Harvin, WR	NYJ/SEA	29	52	350	12.1	1	45	5	43.8	0	157	15
2014	126	John Carlson, TE	ARI	33	54	350	10.6	1	32	4	21.9	0	156	17
2014	127	Giovani Bernard, RB	CIN	43	59	349	8.1	2	46	4	26.8	0	306	13
2014	128	Jace Amaro, TE	NYJ	38	53	345	9.1	2	43	4	24.6	1	148	20
2014	129	Brent Celek, TE	PHI	32	53	340	10.6	1	37	6	21.3	1	150	16
2014	130	Victor Cruz, WR	NYG	23	41	337	14.7	1	61	7	56.2	0	186	13
2014	131	Damaris Johnson, WR	HOU	31	50	331	10.7	1	44	4	20.7	1	142	15
2014	132	Arian Foster, RB	HOU	38	59	327	8.6	5	56	3	25.2	0	267	15
2014	133	C.J. Anderson, RB	DEN	34	44	324	9.5	2	51	4	21.6	1	273	13
2014	134	Andrew Quarless, TE	GB	29	46	323	11.1	3	34	3	20.2	0	162	20
2014	135	Joique Bell, RB	DET	34	52	322	9.5	1	28	3	21.5	0	337	14
2014	136	Theo Riddick, RB	DET	34	50	316	9.3	4	41	3	22.6	0	281	14
2014	137	Bobby Rainey, RB	TB	33	45	315	9.5	1	34	2	21.0	2	285	12
2014	138	Travis Benjamin, WR	CLE	18	46	314	17.4	3	43	8	19.6	0	50	14
2014	139	Jeremy Ross, WR	CHI/DET	24	36	314	13.1	1	59	4	19.6	1	128	15
2014	140	Matt Asiata, RB	MIN	44	63	312	7.1	1	41	2	20.8	0	330	7
2014	141	Josh Gordon, WR	CLE	24	47	303	12.6	0	32	3	60.6	0	169	16
2014	142	Ahmad Bradshaw, RB	IND	38	48	300	7.9	6	22	2	30.0	0	343	20
2014	143	Travaris Cadet, RB	NO	38	51	296	7.8	1	31	3	19.7	1	236	15
2014	144	Corey Brown, WR	CAR	21	36	296	14.1	2	47	3	22.8	0	49	12
2014	145	Brandon Gibson, WR	MIA	29	51	295	10.2	1	40	1	21.1	2	104	15
2014	146	Brandon Lloyd, WR	SF	14	35	294	21.0	1	80	5	21.0	0	79	11
2014	147	Jamaal Charles, RB	KC	40	59	291	7.3	5	30	3	19.4	1	315	15
2014	148	Clay Harbor, TE	JAX	26	35	289	11.1	1	59	5	22.2	0	180	12
2014	149	Dion Sims, TE	MIA	24	36	284	11.8	2	38	3	20.3	0	101	13
2014	150	Brice Butler, WR	OAK	21	35	280	13.3	2	55	2	18.7	0	79	14
