Year	RK	PLAYER	TEAM	REC	TAR	YDS	AVG	TD	LONG	20+	YDS/G	FUM	YAC	1DN
2011 	51	Nate Burleson, WR	DET	73	110	757	10.4	3	47	7	47.3	1	406	36
2011 	52	Johnny Knox, WR	CHI	37	69	727	19.6	2	81	12	51.9	1	156	31
2011 	53	Jerome Simpson, WR	CIN	50	104	725	14.5	4	84	10	45.3	0	257	34
2011 	54	Darren Sproles, RB	NO	86	111	710	8.3	7	39	7	44.4	0	690	35
2011 	55	Greg Little, WR	CLE	61	121	709	11.6	2	76	6	44.3	0	249	35
2011 	56	Ray Rice, RB	BAL	76	104	704	9.3	3	52	7	44.0	0	677	30
2011 	57	Deion Branch, WR	NE	51	90	702	13.8	5	63	10	46.8	0	332	37
2011 	58	Early Doucet, WR	ARI	54	98	689	12.8	5	70	9	43.1	1	346	35
2011 	59	Jason Avant, WR	PHI	52	81	679	13.1	1	35	10	42.4	2	186	33
2011 	60	Owen Daniels, TE	HOU	54	84	677	12.5	3	34	8	45.1	0	302	41 
2011 	61	David Nelson, WR	BUF	61	98	658	10.8	5	35	7	41.1	0	210	32
2011 	62	Santonio Holmes, WR	NYJ	51	102	654	12.8	8	38	8	40.9	2	193	34
2011 	63	James Jones, WR	GB	38	55	635	16.7	7	70	11	39.7	1	285	27
2011 	64	Heath Miller, TE	PIT	51	75	631	12.4	2	39	8	39.4	1	259	36
2011 	65	Lance Moore, WR	NO	52	73	627	12.1	8	47	9	44.8	0	154	35
2011 	66	Robert Meachem, WR	NO	40	61	620	15.5	6	67	9	38.8	0	103	29
2011 	67	Denarius Moore, WR	OAK	33	76	618	18.7	5	78	12	47.5	0	135	26
2011 	68	Arian Foster, RB	HOU	53	71	617	11.6	2	78	9	47.5	1	635	19
2011 	69	Brandon LaFell, WR	CAR	36	56	613	17.0	3	91	13	38.3	0	216	23
2011 	70	Plaxico Burress, WR	NYJ	45	97	612	13.6	8	30	6	38.3	0	161	38 
2011 	70 	Eric Decker, WR	DEN	44	95	612	13.9	8	56	9	38.3	1	188	29
2011 	72	Titus Young, WR	DET	48	84	607	12.6	6	57	7	37.9	1	129	33
2011 	73	Jake Ballard, TE	NYG	38	60	604	15.9	4	41	13	43.1	0	191	31
2011 	74	Jermaine Gresham, TE	CIN	56	92	596	10.6	6	31	10	42.6	1	202	31
2011 	75	Damian Williams, WR	TEN	45	94	592	13.2	5	54	7	39.5	0	222	27
2011 	76	Andre Roberts, WR	ARI	51	98	586	11.5	2	45	7	36.6	1	230	29
2011 	77	Santana Moss, WR	WSH	46	96	584	12.7	4	49	10	48.7	0	189	35
2011 	78	Miles Austin, WR	DAL	43	73	579	13.5	7	53	9	57.9	0	209	31
2011 	79	Preston Parker, WR	TB	40	64	554	13.9	3	51	5	34.6	0	295	25
2011 	80	Demaryius Thomas, WR	DEN	32	70	551	17.2	4	47	9	50.1	0	110	242
2011 	81	Brian Hartline, WR	MIA	35	67	549	15.7	1	41	8	34.3	0	81	30
2011 	82	Greg Olsen, TE	CAR	45	90	540	12.0	5	44	6	33.8	1	203	27
2011 	83	Davone Bess, WR	MIA	51	83	537	10.5	3	41	8	33.6	2	226	25
2011 	84	Ed Dickson, TE	BAL	54	89	528	9.8	5	25	2	33.0	0	171	30
2011 	85	Mario Manningham, WR	NYG	39	77	523	13.4	4	47	4	43.6	0	102	25
2011 	86	Josh Cribbs, WR	CLE	41	67	518	12.6	4	45	10	32.4	0	229	27
2011 	87	Austin Collie, WR	IND	54	98	514	9.5	1	27	6	32.1	0	221	35
2011 	88	Jacoby Jones, WR	HOU	31	64	512	16.5	2	80	9	32.0	0	152	23
2011 	89	Roy Williams, WR	CHI	37	63	507	13.7	2	25	5	33.8	0	111	29
2011 	90	Devery Henderson, WR	NO	32	50	503	15.7	2	79	6	31.4	1	165	22 
2011 	91	Harry Douglas, WR	ATL	39	62	498	12.8	1	49	10	31.1	0	246	20
2011 	92	Andre Johnson, WR	HOU	33	51	492	14.9	2	50	10	70.3	0	133	23
2011 	93	Matt Forte, RB	CHI	52	76	490	9.4	1	56	5	40.8	1	449	19
2011 	94	Sidney Rice, WR	SEA	32	57	484	15.1	2	52	7	53.8	0	130	19
2011 	95	Kevin Walter, WR	HOU	39	59	474	12.2	3	41	7	31.6	0	136	26
2011 	96	Lavelle Hawkins, WR	TEN	47	76	470	10.0	1	32	5	29.4	1	198	23
2011 	97	Devin Aromashodu, WR	MIN	26	84	468	18.0	1	60	7	29.3	1	117	21
2011 	98	Legedu Naanee, WR	CAR	44	76	467	10.6	1	28	5	31.1	0	167	20
2011 	99	Michael Jenkins, WR	MIN	38	55	466	12.3	3	72	5	42.4	2	114	23
2011 	100	Marcedes Lewis, TE	JAC	39	85	460	11.8	0	62	6	30.7	0	133	22 
2011 	101	Jeremy Shockey, TE	CAR	37	62	455	12.3	4	29	7	30.3	2	184	24
2011 	 	Ryan Mathews, RB	SD	50	59	455	9.1	0	42	4	32.5	0	451	18
2011 	103	Anthony Fasano, TE	MIA	32	54	451	14.1	5	35	12	30.1	0	111	25
2011 	104	LaDainian Tomlinson, RB	NYJ	42	61	449	10.7	2	74	3	32.1	0	391	12
2011 	105	Donald Driver, WR	GB	37	56	445	12.0	6	35	5	27.8	0	142	20
2011 	106	Fred Jackson, RB	BUF	39	50	442	11.3	0	49	8	44.2	0	500	13
2011 	107	Arrelious Benn, WR	TB	30	51	441	14.7	3	65	8	31.5	0	197	15
2011 	108	Ben Obomanu, WR	SEA	37	61	436	11.8	2	55	5	27.3	0	140	16
2011 	109	Mike Tolbert, FB	SD	54	79	433	8.0	2	27	3	28.9	1	448	23
2011 	110	Brandon Gibson, WR	STL	36	71	431	12.0	1	34	6	28.7	0	112	28 
2011 	 	Danario Alexander, WR	STL	26	60	431	16.6	2	68	7	43.1	0	135	19
2011 	112	Pierre Thomas, RB	NO	50	59	425	8.5	1	57	5	26.6	0	482	18
2011 	113	Michael Bush, RB	OAK	37	47	418	11.3	1	55	5	26.1	0	330	14
2011 	 	Chris Johnson, RB	TEN	57	79	418	7.3	0	34	4	26.1	0	383	13
2011 	115	Mike Thomas, WR	JAC	44	90	415	9.4	1	47	4	27.7	1	189	20
2011 	116	Jonathan Stewart, RB	CAR	47	61	413	8.8	1	26	4	25.8	0	508	18
2011 	117	Benjamin Watson, TE	CLE	37	70	410	11.1	2	34	3	31.5	0	200	21
2011 	118	Visanthe Shiancoe, TE	MIN	36	70	409	11.4	3	37	4	25.6	0	148	26
2011 	119	Dennis Pitta, TE	BAL	40	56	405	10.1	3	39	4	25.3	0	194	28
2011 	120	Scott Chandler, TE	BUF	38	46	389	10.2	6	31	4	27.8	1	161	25
2011 	121	Dezmon Briscoe, WR	TB	35	50	387	11.1	6	46	5	24.2	0	101	20
2011 	122	Mohamed Massaquoi, WR	CLE	31	74	384	12.4	2	56	4	27.4	0	75	19
2011 	123	Golden Tate, WR	SEA	35	58	382	10.9	3	33	5	23.9	1	152	16
2011 	124	Hines Ward, WR	PIT	46	63	381	8.3	2	31	1	25.4	1	184	20
2011 	 	Earl Bennett, WR	CHI	24	43	381	15.9	1	49	8	34.6	1	133	14
2011 	126	Roy Helu, RB	WSH	49	59	379	7.7	1	47	3	25.3	1	432	12
2011 	127	Randall Cobb, WR	GB	25	31	375	15.0	1	61	3	25.0	0	188	15
2011 	128	Maurice Jones-Drew, RB	JAC	43	63	374	8.7	3	48	4	23.4	2	394	18
2011 	129	Devin Hester, KR	CHI	26	56	369	14.2	1	53	5	23.1	1	160	15
2011 	130	Kevin Boss, TE	OAK	28	39	368	13.1	3	35	8	26.3	0	125	18 
2011 	131	Jason Hill, WR	JAC	25	55	367	14.7	3	74	4	36.7	0	122	17
2011 	132	Joel Dreessen, TE	HOU	28	39	353	12.6	6	56	6	22.1	0	170	17
2011 	133	Dallas Clark, TE	IND	34	64	352	10.4	2	21	3	32.0	1	157	22
2011 	 	Lance Kendricks, TE	STL	28	59	352	12.6	0	45	5	23.5	1	181	15
2011 	135	Tony Scheffler, TE	DET	26	42	347	13.3	6	36	5	23.1	0	77	20
2011 	136	Steven Jackson, RB	STL	42	58	333	7.9	1	50	1	22.2	1	316	17
2011 	137	Vincent Brown, WR	SD	19	41	329	17.3	2	31	9	23.5	0	79	17
2011 	138	Dexter McCluster, WR	KC	46	61	328	7.1	1	49	2	20.5	1	296	14
2011 	139	Evan Moore, TE	CLE	34	47	324	9.5	4	33	2	20.3	0	83	19
2011 	140	Andre Caldwell, WR	CIN	37	67	317	8.6	3	49	1	24.4	0	108	15 
2011 	141	LeSean McCoy, RB	PHI	48	69	315	6.6	3	26	2	21.0	0	409	18
2011 	 	Riley Cooper, WR	PHI	16	34	315	19.7	1	58	5	19.7	0	56	13
2011 	143	Jeremy Kerley, WR	NYJ	29	46	314	10.8	1	38	4	22.4	0	107	19
2011 	144	Donte' Stallworth, WR	WSH	22	37	309	14.0	2	51	3	28.1	0	109	15
2011 	145	Marcel Reece, FB	OAK	27	36	301	11.1	2	47	5	25.1	1	176	13
2011 	146	Reggie Bush, RB	MIA	43	52	296	6.9	1	34	2	19.7	0	321	12
2011 	147	Jarett Dillard, WR	JAC	29	50	292	10.1	1	25	4	20.9	0	46	16
2011 	148	Kregg Lumpkin, RB	TB	41	53	291	7.1	0	16	0	18.2	0	243	13
2011 	149	Kenny Britt, WR	TEN	17	26	289	17.0	3	80	4	96.3	1	141	14
2011 	150	Emmanuel Sanders, WR	PIT	22	43	288	13.1	2	32	4	26.2	0	148	17 
2011 	151	Jahvid Best, RB	DET	27	41	287	10.6	1	60	5	47.8	0	287	11
2011 	152	Todd Heap, TE	ARI	24	36	283	11.8	1	28	5	28.3	0	106	9
2011 	153	Jacoby Ford, WR	OAK	19	33	279	14.7	1	41	5	34.9	2	145	14
2011 	154	Chad Johnson, WR	NE	15	32	276	18.4	1	53	3	18.4	0	51	13
2011 	 	Dane Sanzenbacher, WR	CHI	27	54	276	10.2	3	22	2	17.3	0	57	16
2011 	156	Jeff King, TE	ARI	27	34	271	10.0	3	48	3	16.9	0	133	13
2011 	 	Randy McMichael, TE	SD	30	43	271	9.0	0	30	3	16.9	0	194	12
2011 	 	Chaz Schilens, WR	OAK	23	34	271	11.8	2	30	2	18.1	0	47	13
2011 	159	C.J. Spiller, RB	BUF	39	53	269	6.9	2	19	0	16.8	0	230	17
2011 	160	Ryan Grant, RB	GB	19	24	268	14.1	1	80	3	17.9	0	276	10
2011 	161	Jordan Norwood, WR	CLE	23	34	268	11.7	1	51	3	19.1	0	73	15
2011 	162	Ahmad Bradshaw, RB	NYG	34	44	267	7.9	2	26	2	22.3	1	299	10
2011 	 	Matt Willis, WR	DEN	18	36	267	14.8	1	42	3	16.7	0	99	15
2011 	164	Greg Salas, WR	STL	27	38	264	9.8	0	21	2	44.0	2	227	11
2011 	165	Andrew Hawkins, WR	CIN	23	34	263	11.4	0	26	4	20.2	0	153	12
2011 	166	James Casey, TE	HOU	18	24	260	14.4	1	62	4	18.6	0	161	11
2011 	167	Naaman Roosevelt, WR	BUF	16	26	257	16.1	1	60	7	25.7	0	127	11
2011 	168	Daniel Fells, TE	DEN	19	31	256	13.5	3	32	4	16.0	2	88	13
2011 	 	Austin Pettis, WR	STL	27	48	256	9.5	0	35	2	21.3	0	85	14
2011 	170	Jon Baldwin, WR	KC	21	52	254	12.1	1	39	2	23.1	0	37	13 
2011 	171	Derek Hagan, WR	BUF/OAK	24	42	252	10.5	1	29	3	25.2	0	45	15
2011 	172	Kyle Rudolph, TE	MIN	26	39	249	9.6	3	41	3	16.6	0	102	14
2011 	173	Patrick Crayton, WR	SD	23	34	248	10.8	1	26	3	17.7	1	113	17
2011 	174	Leonard Pope, TE	KC	24	34	247	10.3	1	39	3	15.4	0	125	12
2011 	175	Louis Murphy, WR	OAK	15	33	241	16.1	0	47	4	21.9	0	85	11
2011 	 	Kyle Williams, WR	SF	20	30	241	12.1	3	56	1	18.5	0	102	14
2011 	177	Brad Smith, WR	BUF	23	42	240	10.4	1	36	3	16.0	0	122	10
2011 	178	Jerricho Cotchery, WR	PIT	16	30	237	14.8	2	36	4	18.2	0	64	13
2011 	179	Mike Williams, WR	SEA	18	38	236	13.1	1	55	2	19.7	0	57	13
2011 	180	LaRod Stephens-Howling, RB	ARI	13	16	234	18.0	2	73	3	16.7	0	213	7 
2011 	181	Zach Miller, TE	SEA	25	44	233	9.3	0	28	2	15.5	0	87	10
2011 	 	Charles Clay, FB	MIA	16	25	233	14.6	3	46	6	16.6	0	84	12
2011 	183	Donald Jones, WR	BUF	23	46	231	10.0	1	48	2	28.9	0	67	9
2011 	184	Maurice Morris, RB	DET	26	35	230	8.8	1	16	0	14.4	0	203	9
2011 	185	Felix Jones, RB	DAL	33	45	221	6.7	0	27	1	18.4	2	267	13
2011 	186	Ted Ginn, WR	SF	19	33	220	11.6	0	26	1	15.7	0	47	11
2011 	 	Josh Morgan, WR	SF	15	19	220	14.7	1	30	4	44.0	0	100	12
2011 	188	James Starks, RB	GB	29	37	216	7.4	0	17	0	16.6	0	279	9
2011 	189	Marshawn Lynch, RB	SEA	28	41	212	7.6	1	26	5	14.1	0	229	8
2011 	190	Shonn Greene, RB	NYJ	30	41	211	7.0	0	36	1	13.2	0	208	6 
2011 	191	Brian Leonard, RB	CIN	22	31	210	9.5	0	37	3	16.2	0	195	10
2011 	192	Kellen Davis, TE	CHI	18	35	206	11.4	5	32	3	12.9	0	69	13
2011 	193	Delanie Walker, TE	SF	19	35	198	10.4	3	29	2	13.2	0	67	9
2011 	194	Kendall Hunter, RB	SF	16	26	195	12.2	0	44	2	12.2	0	178	10
2011 	195	Toby Gerhart, RB	MIN	23	28	190	8.3	3	42	1	11.9	0	168	8
2011 	196	Jacquizz Rodgers, RB	ATL	21	27	188	9.0	1	31	1	11.8	0	122	7
2011 	197	Javon Ringer, RB	TEN	28	35	187	6.7	0	18	0	15.6	1	196	13
2011 	198	DeMarco Murray, RB	DAL	26	35	183	7.0	0	18	0	14.1	0	229	9
2011 	199	Braylon Edwards, WR	SF	15	34	181	12.1	0	24	3	20.1	0	48	9
2011 	200	Jason Snelling, RB	ATL	26	33	179	6.9	1	21	1	11.9	0	165	6
