Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2007	35	Ronnie Brown, RB	MIA	119	602	5.1	60	2	4	86.0	0	39
2007	35 	Derrick Ward, RB	NYG	125	602	4.8	44	4	3	75.3	2	28
2007	37	Julius Jones, RB	DAL	164	588	3.6	25	3	2	36.8	0	24
2007	38	Kevin Jones, RB	DET	153	581	3.8	34	3	8	44.7	2	35
2007	38 	Reggie Bush, RB	NO	157	581	3.7	22	3	4	48.4	7	32
2007	40	Larry Johnson, RB	KC	158	559	3.5	54	5	3	69.9	1	24
2007	41	LaMont Jordan, RB	OAK	144	549	3.8	33	4	3	45.8	0	24
2007	42	Kenton Keith, RB	IND	121	533	4.4	22	2	3	33.3	1	43
2007	43	Jesse Chatman, RB	MIA	128	515	4.0	30	4	1	36.8	0	26
2007	44	Adrian Peterson, RB	CHI	151	510	3.4	21	2	3	31.9	2	26
2007	45	Najeh Davenport, RB	PIT	107	499	4.7	45	2	5	33.3	1	37
2007	46	Rudi Johnson, RB	CIN	170	497	2.9	22	2	3	45.2	3	26
2007	47	Chris Brown, RB	TEN	102	462	4.5	42	3	5	38.5	1	28
2007	48	Aaron Stecker, RB	NO	115	448	3.9	26	1	5	28.0	1	29
2007	49	Kolby Smith, RB	KC	112	407	3.6	19	0	2	25.4	0	26
2007	50	Vince Young, QB	TEN	93	395	4.2	21	2	3	26.3	5	24
2007	51	Sammy Morris, RB	NE	85	384	4.5	49	1	3	64.0	0	24
2007	52	Leon Washington, RB	NYJ	71	353	5.0	49	2	3	22.1	1	12
2007	53	T.J. Duckett, RB	DET	65	335	5.2	53	3	3	27.9	1	16
2007	53 	Ladell Betts, RB	WSH	93	335	3.6	20	1	1	20.9	1	16
2007	55	Michael Turner, RB	SD	71	316	4.5	74	2	1	19.8	1	10
2007	56	Correll Buckhalter, RB	PHI	62	313	5.0	30	3	4	22.4	0	17
2007	57	Brian Leonard, RB	STL	86	303	3.5	31	1	0	18.9	0	14
2007	58	Dominic Rhodes, RB	OAK	75	302	4.0	25	1	1	30.2	2	18
2007	59	Fred Jackson, RB	BUF	58	300	5.2	27	3	0	37.5	0	12
2007	60	Michael Pittman, RB	TB	68	286	4.2	29	2	0	28.6	0	12
2007	61	Jason Wright, RB	CLE	60	277	4.6	18	0	1	17.3	1	19
2007	62	Reuben Droughns, RB	NYG	85	275	3.2	45	2	6	17.2	1	27
2007	63	Brandon Jackson, RB	GB	75	267	3.6	46	1	1	24.3	0	10
2007	64	Kevin Faulk, RB	NE	62	265	4.3	14	0	0	16.6	0	15
2007	65	Musa Smith, RB	BAL	75	264	3.5	24	1	2	16.5	1	13
2007	65 	Darius Walker, RB	HOU	58	264	4.6	41	1	1	66.0	0	13
2007	67	Tarvaris Jackson, QB	MIN	54	260	4.8	32	1	3	21.7	2	19
2007	67 	Ahman Green, RB	HOU	70	260	3.7	18	0	2	43.3	0	17
2007	69	Pierre Thomas, RB	NO	52	252	4.8	24	1	1	21.0	0	15
2007	70	Donovan McNabb, QB	PHI	50	236	4.7	40	3	0	16.9	3	16
2007	71	Andre Hal, CB	DEN	44	216	4.9	62	2	2	21.6	1	10
2007	72	Cadillac Williams, RB	TB	54	208	3.9	20	1	3	52.0	1	12
2007	73	Jay Cutler, QB	DEN	44	205	4.7	31	4	1	12.8	7	15
2007	74	Ben Roethlisberger, QB	PIT	35	204	5.8	30	1	2	13.6	1	17
2007	75	DeShawn Wynn, RB	GB	50	203	4.1	44	2	4	29.0	0	10
2007	76	Ahmad Bradshaw, RB	NYG	23	190	8.3	88	1	1	15.8	0	6
2007	77	Michael Bennett, RB	KC/TB	41	189	4.6	28	1	1	23.6	0	7
2007	78	Jason Campbell, QB	WSH	36	185	5.1	29	2	1	14.2	5	15
2007	78 	David Garrard, QB	JAX	49	185	3.8	19	0	1	15.4	0	19
2007	80	DeDe Dorsey, RB	CIN	21	183	8.7	45	2	0	15.3	0	9
2007	81	Tatum Bell, RB	DET	44	182	4.1	24	1	1	36.4	1	7
2007	82	Darren Sproles, RB	SD	37	164	4.4	34	1	2	10.9	0	6
2007	83	Leonard Weaver, FB	SEA	33	146	4.4	37	1	1	9.1	0	13
2007	84	Josh McCown, QB	OAK	29	143	4.9	24	2	0	15.9	3	9
2007	85	Jerome Harrison, RB	CLE	23	142	6.2	17	0	0	17.8	0	8
2007	86	Antonio Pittman, RB	STL	38	139	3.7	43	1	0	12.6	0	7
2007	87	Priest Holmes, RB	KC	46	137	3.0	11	0	0	34.3	0	6
2007	88	Tony Romo, QB	DAL	31	129	4.2	17	0	2	8.1	3	8
2007	89	Lorenzo Booker, RB	MIA	28	125	4.5	22	1	0	17.9	0	8
2007	90	Heath Evans, FB	NE	34	121	3.6	11	0	3	7.6	0	13
2007	90 	Michael Robinson, FB	SF	26	121	4.7	28	2	0	8.1	1	7
2007	92	Chris Henry, RB	TEN	31	119	3.8	24	2	2	17.0	0	5
2007	92 	Greg Jones	JAX	42	119	2.8	11	0	2	7.4	0	7
2007	94	Maurice Hicks, RB	SF	21	117	5.6	18	0	1	7.3	1	3
2007	94 	Luke McCown, QB	TB	12	117	9.8	31	2	0	23.4	1	7
2007	96	Jeff Garcia, QB	TB	35	116	3.3	21	1	1	8.9	4	10
2007	97	Mewelde Moore, RB	MIN	20	113	5.7	17	0	0	9.4	1	7
2007	98	Kellen Clemens, QB	NYJ	27	111	4.1	18	0	1	11.1	1	10
2007	99	J.P. Losman, QB	BUF	20	110	5.5	17	0	0	13.8	2	8
2007	100	Vernand Morency, RB	GB	29	108	3.7	15	0	0	8.3	0	5
2007	101	Samkon Gado, RB	MIA/HOU	35	104	3.0	20	1	3	20.8	0	5
2007	102	Cleo Lemon, QB	MIA	31	102	3.3	11	0	4	11.3	2	16
2007	103	Tom Brady, QB	NE	37	98	2.6	19	0	2	6.1	1	14
2007	104	Dwayne Wright, FB	BUF	29	94	3.2	15	0	0	6.3	0	8
2007	105	Deuce McAllister, RB	NO	24	92	3.8	15	0	0	30.7	1	3
2007	106	Kyle Eckel, FB	NE	33	90	2.7	14	0	2	7.5	0	5
2007	107	Anthony Thomas, RB	BUF	36	89	2.5	9	0	0	8.9	0	4
2007	107	Alex Smith, QB	SF	13	89	6.8	25	2	0	12.7	0	5
2007	107	Matt Hasselbeck, QB	SEA	39	89	2.3	12	0	0	5.6	4	8
2007	107	Kyle Boller, QB	BAL	19	89	4.7	15	0	0	7.4	0	9
2007	111	Garrett Wolfe, RB	CHI	31	85	2.7	25	1	0	6.5	0	4
2007	111	Adimchinobe Echemandu, RB	OAK/HOU	20	85	4.3	20	1	0	12.1	1	3
2007	113	J.J. Arrington, RB	ARI	26	78	3.0	12	0	0	4.9	0	3
2007	113	Mike Sellers, FB	WSH	26	78	3.0	15	0	2	5.6	0	9
2007	115	Cory Ross, RB	BAL	12	72	6.0	32	1	1	12.0	0	3
2007	116	Derek Anderson, QB	CLE	32	70	2.2	11	0	3	4.4	1	12
2007	117	Eli Manning, QB	NYG	29	69	2.4	18	0	1	4.3	4	9
2007	118	Travis Minor, RB	STL	17	68	4.0	13	0	0	4.9	0	3
2007	118	Carey Davis, FB	PIT	17	68	4.0	12	0	0	4.3	0	1
2007	120	Steve Smith Sr., WR	CAR	9	66	7.3	22	1	0	4.4	0	4
