52	Charlie Whitehurst, QB	CLE/IND	14	24	58.3	182	7.58	31	1	1	2	78.8	182
53	Connor Cook, QB	OAK	14	21	66.7	150	7.14	32	1	1	2	83.4	150
54	Trevone Boykin, QB	SEA	13	18	72.2	145	8.06	31	1	1	1	91.2	29
55	EJ Manuel, QB	BUF	11	26	42.3	131	5.04	35	0	0	3	58.3	22
56	Geno Smith, QB	NYJ	8	14	57.1	126	9.00	69	1	1	3	81.3	63
57	Kevin Hogan, QB	CLE/KC	14	26	53.8	104	4.00	17	0	2	2	31.6	26
58	Cardale Jones, QB	BUF	6	11	54.5	96	8.73	64	0	1	1	46.0	96
59	Mark Sanchez, QB	DAL/DEN	10	18	55.6	93	5.17	33	0	2	3	30.3	47
60	Mike Glennon, QB	TB	10	11	90.9	75	6.82	13	1	0	0	125.4	38
61	Matt McGloin, QB	OAK	8	15	53.3	50	3.33	19	0	0	0	60.4	17
62 	Willie Snead, WR	NO	1	1	100.0	50	50.00	50	1	0	0	158.3	3
63	Tanner McEvoy, WR	SEA	1	1	100.0	43	43.00	43	0	0	0	118.8	3
64	Terrelle Pryor Sr., WR	CLE	5	9	55.6	41	4.56	26	0	0	1	67.4	3
65	Pat McAfee, P	IND	1	1	100.0	35	35.00	35	0	0	0	118.8	2
66	Tress Way, P	WSH	1	1	100.0	31	31.00	31	0	0	0	118.8	2
67	Tony Romo, QB	DAL	3	4	75.0	29	7.25	15	1	0	0	134.4	29
68	Ryan Mallett, QB	BAL	3	6	50.0	26	4.33	12	0	1	0	22.2	7
69	David Fales, QB	CHI	2	5	40.0	22	4.40	12	0	0	1	53.7	22
70	Marqise Lee, WR	JAX	1	1	100.0	20	20.00	20	1	0	0	158.3	1
71	Sean Mannion, QB	LAR	3	6	50.0	19	3.17	9	0	1	0	17.4	19
72	Brett Hundley, QB	GB	2	10	20.0	17	1.70	9	0	1	0	0.0	4
73	Matt Schaub, QB	ATL	1	3	33.3	16	5.33	16	0	0	0	52.1	4
74 	Riley Dixon, P	DEN	1	1	100.0	16	16.00	16	0	0	0	118.8	1
75 	Chase Daniel, QB	PHI	1	1	100.0	16	16.00	16	0	0	0	118.8	16
76	Doug Baldwin, WR	SEA	1	1	100.0	15	15.00	15	1	0	0	158.3	1
77	Dez Bryant, WR	DAL	1	1	100.0	10	10.00	10	1	0	0	147.9	1
78 	DeMarco Murray, RB	TEN	1	2	50.0	10	5.00	10	1	0	0	104.2	1
79	Johnny Hekker, P	LAR	1	2	50.0	4	2.00	4	0	0	0	56.3	0
80	Cameron Meredith, WR	CHI	1	1	100.0	2	2.00	2	1	0	0	118.8	0
