Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2013 	76	Khiry Robinson, RB	NO	54	224	4.1	25	3	1	22.4	0	12
2013 	77	Nick Foles, QB	PHI	57	221	3.9	21	2	3	17.0	2	15
2013 	78	Darren Sproles, RB	NO	53	220	4.2	38	1	2	14.7	1	11
2013 	79	Ronnie Hillman, RB	DEN	55	218	4.0	19	0	1	21.8	2	13
2013 	79	Marcel Reece, FB	OAK	46	218	4.7	63	1	2	13.6	0	8
2013 	81	Daryl Richardson, RB	STL	69	215	3.1	14	0	0	26.9	0	12
2013 	82	Shane Vereen, RB	NE	44	208	4.7	21	2	1	26.0	1	10
2013 	83	Michael Bush, RB	CHI	63	197	3.1	40	1	3	13.1	0	10
2013 	83	Jonathan Dwyer, RB	PIT	49	197	4.0	30	2	0	13.1	0	16
2013 	85	EJ Manuel, QB	BUF	53	186	3.5	19	0	2	18.6	3	14
2013 	85	Ahmad Bradshaw, RB	IND	41	186	4.5	27	1	2	62.0	0	11
2013 	87	Felix Jones, RB	PIT	48	184	3.8	14	0	0	11.5	1	9
2013 	88	Andy Dalton, QB	CIN	61	183	3.0	12	0	2	11.4	1	15
2013 	88	Dennis Johnson, RB	HOU	49	183	3.7	29	1	0	22.9	0	8
2013 	90	Brian Leonard, RB	TB	47	182	3.9	24	1	0	11.4	0	12
2013 	91	Jonathan Stewart, RB	CAR	48	180	3.8	16	0	0	30.0	1	7
2013 	92	Edwin Baker, RB	CLE	43	171	4.0	20	1	2	57.0	0	11
2013 	93	Matt Asiata, RB	MIN	44	166	3.8	39	1	3	15.1	1	11
2013 	94	Jason Snelling, FB	ATL	44	164	3.7	17	0	1	11.7	0	9
2013 	94	Joseph Randle, RB	DAL	54	164	3.0	19	0	2	12.6	0	7
2013 	96	Cordarrelle Patterson, WR	MIN	12	158	13.2	50	3	3	9.9	0	7
2013 	97	Ronnie Brown, RB	SD	45	157	3.5	13	0	1	9.8	0	8
2013 	98	Jake Locker, QB	TEN	24	155	6.5	39	1	2	22.1	3	9
2013 	99	Tavon Austin, WR	STL	9	151	16.8	65	2	1	11.6	0	3
2013 	99	Christian Ponder, QB	MIN	34	151	4.4	19	0	4	16.8	3	12
2013 	101	Lance Dunbar, RB	DAL	30	150	5.0	45	1	0	16.7	0	8
2013 	102	David Wilson, RB	NYG	44	146	3.3	18	0	1	29.2	2	10
2013 	103	Antone Smith, RB	ATL	5	145	29.0	50	3	2	9.7	0	4
2013 	104	Jackie Battle, RB	TEN	36	142	3.9	37	2	1	8.9	0	7
2013 	105	Joe Flacco, QB	BAL	27	131	4.9	22	1	1	8.2	0	11
2013 	106	Tashard Choice, RB	BUF/IND	35	126	3.6	20	1	0	10.5	0	7
2013 	107	Aaron Rodgers, QB	GB	30	120	4.0	18	0	0	13.3	1	9
2013 	108	Jay Cutler, QB	CHI	23	118	5.1	18	0	0	10.7	1	7
2013 	109	Stepfan Taylor, RB	ARI	36	115	3.2	15	0	0	7.2	0	6
2013 	110	Jason Campbell, QB	CLE	14	107	7.6	21	1	0	11.9	0	6
2013 	110	Johnathan Franklin, RB	GB	19	107	5.6	51	1	1	9.7	2	7
2013 	112	Alshon Jeffery, WR	CHI	16	105	6.6	38	2	0	6.6	0	6
2013 	112	Trent Richardson, RB	CLE/IND	31	105	3.4	10	0	0	52.5	0	3
2013 	114	Ben Roethlisberger, QB	PIT	27	99	3.7	19	0	1	6.2	3	5
2013 	115	Chris Polk, RB	PHI	11	98	8.9	38	2	3	6.5	0	5
2013 	116	Josh Gordon, WR	CLE	5	88	17.6	34	3	0	6.3	0	4
2013 	117	Foswhitt Whittaker, RB	CLE/SD	28	79	2.8	11	0	0	7.2	0	3
2013 	117	Christine Michael, RB	SEA	18	79	4.4	13	0	0	19.8	0	5
2013 	119	Randall Cobb, WR	GB	4	78	19.5	67	1	0	13.0	0	1
2013 	120	Chad Henne, QB	JAX	27	77	2.9	14	0	0	5.1	1	7
2013 	121	Da'Rel Scott, RB	NYG	20	73	3.7	16	0	0	14.6	0	3
2013 	121	Jonathan Grimes, RB	HOU	21	73	3.5	12	0	1	36.5	0	6
2013 	123	Philip Rivers, QB	SD	28	72	2.6	18	0	0	4.5	2	5
2013 	124	Case Keenum, QB	HOU	14	72	5.1	22	1	1	9.0	0	6
2013 	125	Josh McCown, QB	CHI	13	69	5.3	20	1	1	8.6	1	5
2013 	125	Matthew Stafford, QB	DET	37	69	1.9	14	0	2	4.3	8	12
2013 	127	Denard Robinson, WR	JAX	20	66	3.3	24	1	0	4.1	3	3
2013 	128	Marvin Jones, WR	CIN	8	65	8.1	34	1	0	4.1	0	3
2013 	129	Kellen Clemens, QB	STL	23	64	2.8	16	0	0	6.4	2	4
2013 	129	Tyrod Taylor, QB	BAL	8	64	8.0	25	1	0	21.3	0	5
2013 	131	Vick Ballard, RB	IND	13	63	4.8	12	0	0	63.0	0	4
2013 	132	Tommy Bohanon, FB	NYJ	17	62	3.6	8	0	0	3.9	0	4
2013 	133	Matt Flynn, QB	GB/OAK	17	61	3.6	17	0	0	12.2	2	2
2013 	133	Mike Goodson, RB	NYJ	7	61	8.7	26	1	0	30.5	0	2
2013 	135	LaMichael James, RB	SF	12	59	4.9	21	1	0	5.9	0	2
2013 	136	Matt Cassel, QB	MIN	18	57	3.2	13	0	1	6.3	1	3
2013 	136	Jerrel Jernigan, WR	NYG	2	57	28.5	49	1	1	3.8	0	1
2013 	138	Anthony Dixon, RB	SF	28	56	2.0	9	0	2	3.5	0	5
2013 	139	Matt Ryan, QB	ATL	17	55	3.2	17	0	0	3.4	1	5
2013 	139	Scott Tolzien, QB	GB	5	55	11.0	19	0	1	18.3	0	4
2013 	139	Josh Cribbs, WR	NYJ	13	55	4.2	9	0	0	9.2	0	2
2013 	142	Alfonso Smith, RB	ARI	18	54	3.0	21	1	1	3.4	2	5
2013 	143	Thaddeus Lewis, QB	BUF	24	52	2.2	8	0	1	8.7	3	3
2013 	143	Chase Daniel, QB	KC	14	52	3.7	29	1	0	10.4	0	3
2013 	143	Drew Brees, QB	NO	35	52	1.5	16	0	3	3.3	0	6
2013 	146	Deji Karim, RB	HOU	12	51	4.3	14	0	0	7.3	0	3
2013 	147	Frank Summers, FB	BUF	12	46	3.8	16	0	1	3.1	0	3
2013 	148	Travis Benjamin, WR	CLE	1	45	45.0	45	1	0	5.6	0	1
2013 	148	Jed Collins, FB	NO	15	45	3.0	12	0	1	2.8	0	9
2013 	150	Brandon Weeden, QB	CLE	12	44	3.7	11	0	0	5.5	0	2
2013 	150	Tashard Choice, RB	BUF/IND	11	44	4.0	8	0	0	14.7	0	1
2013 	152	MarQueis Gray, TE	CLE	6	43	7.2	18	0	0	3.6	0	3
2013 	152	Michael Cox, RB	NYG	22	43	2.0	9	0	0	3.1	0	1
2013 	154	Darrel Young, FB	WSH	12	41	3.4	19	0	3	3.2	0	7
2013 	155	Jeremy Ross, WR	DET/GB	2	40	20.0	24	1	0	4.0	0	2
2013 	156	Tony Romo, QB	DAL	20	38	1.9	15	0	0	2.5	2	3
2013 	156	C.J. Anderson, RB	DEN	7	38	5.4	11	0	0	7.6	0	3
2013 	156	John Kuhn, FB	GB	10	38	3.8	12	0	1	2.5	0	7
2013 	159	Matt Simms, QB	NYJ	5	37	7.4	22	1	0	12.3	1	1
2013 	159	Mike Glennon, QB	TB	27	37	1.4	16	0	0	2.8	4	4
