Year	RK	PLAYER	TEAM	REC	TAR	YDS	AVG	TD	LONG	20+	YDS/G	FUM	YAC	1DN
2009 	129	Sammie Stroughter, WR	TB	31	58	334	10.8	1	35	2	25.7	0	130	19
2009 	130	Randy McMichael, TE	STL	34	62	332	9.8	1	35	3	20.8	0	137	15 
2009 	 	Chris Cooley, TE	WSH	29	45	332	11.4	2	25	1	47.4	1	179	17
2009 	132	Brandon Stokley, WR	DEN	19	33	327	17.2	4	87	3	20.4	0	199	15
2009 	133	Danny Amendola, WR	STL	43	63	326	7.6	1	25	1	23.3	1	199	20
2009 	 	Sam Aiken, WR	NE	20	42	326	16.3	2	81	4	23.3	0	186	12
2009 	135	Devin Thomas, WR	WSH	25	47	325	13.0	3	40	8	23.2	0	168	16
2009 	136	Steven Jackson, RB	STL	51	75	322	6.3	0	38	3	21.5	0	379	16
2009 	137	Mark Bradley, WR	KC	24	57	320	13.3	2	50	5	24.6	0	108	11
2009 	 	Joel Dreessen, TE	HOU	26	39	320	12.3	1	25	6	20.0	0	136	16
2009 	 	Jordy Nelson, WR	GB	22	31	320	14.5	2	51	5	24.6	0	88	15
2009 	140	Chansi Stuckey, WR	CLE/NYJ	30	66	318	10.6	2	40	4	21.2	0	126	21 
2009 	141	Dante Rosario, TE	CAR	26	48	313	12.0	2	26	7	22.4	0	123	19
2009 	142	LeSean McCoy, RB	PHI	40	56	308	7.7	0	45	2	19.3	0	399	13
2009 	143	Pierre Thomas, RB	NO	39	45	302	7.7	2	36	3	21.6	1	381	12
2009 	144	Kevin Faulk, RB	NE	37	53	301	8.1	1	38	2	20.1	0	277	13
2009 	145	Devin Aromashodu, WR	CHI	24	43	298	12.4	4	39	4	29.8	0	76	16
2009 	146	Jamaal Charles, RB	KC	40	55	297	7.4	1	49	3	19.8	0	238	11
2009 	147	Will Heller, TE	DET	29	50	296	10.2	3	24	3	18.5	0	110	17
2009 	148	Josh Reed, WR	BUF	27	45	291	10.8	1	29	2	20.8	0	100	18
2009 	149	Daniel Graham, TE	DEN	28	42	289	10.3	1	24	3	18.1	0	201	14
2009 	150	Daniel Fells, TE	STL	21	35	273	13.0	3	36	3	19.5	1	116	13 
2009 	151	Isaac Bruce, WR	SF	21	49	264	12.6	0	50	5	26.4	0	62	13
2009 	 	Ricky Williams, RB	MIA	35	53	264	7.5	2	59	2	16.5	1	269	9
2009 	153	Johnnie Lee Higgins, WR	OAK	19	45	263	13.8	0	33	3	17.5	0	39	14
2009 	154	Rashard Mendenhall, RB	PIT	25	32	261	10.4	1	26	5	16.3	0	241	13
2009 	155	Donald Lee, TE	GB	37	55	260	7.0	1	19	0	16.3	0	135	10
2009 	 	J.P. Foschi, TE	CIN	27	38	260	9.6	2	27	3	17.3	1	130	9
2009 	157	Jason Snelling, RB	ATL	30	38	259	8.6	1	38	2	18.5	1	209	13
2009 	158	Keenan Burton, WR	STL	25	45	253	10.1	0	25	3	28.1	0	80	17
2009 	159	DeAngelo Williams, RB	CAR	29	41	252	8.7	0	30	2	19.4	0	202	14
2009 	160	Darren McFadden, RB	OAK	21	35	245	11.7	0	48	3	20.4	1	197	10
