Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2010	108	James Starks, RB	GB	29	101	3.5	16	0	0	33.7	0	5
2010	109	Leon Washington, RB	SEA	27	100	3.7	21	1	1	6.3	0	5
2010	110	Mewelde Moore, RB	PIT	33	99	3.0	18	0	0	6.6	0	4
2010	110	Earnest Graham, RB	TB	20	99	5.0	61	1	1	8.3	1	5
2010	112	Kyle Orton, QB	DEN	22	98	4.5	14	0	0	7.5	3	9
2010	113	Stefan Logan, WR	DET	15	95	6.3	21	1	0	5.9	0	5
2010	113	Dimitri Nance, RB	GB	36	95	2.6	11	0	0	7.9	0	4
2010	115	Miles Austin, WR	DAL	7	93	13.3	60	2	1	5.8	0	3
2010	115	Steve Slaton, RB	HOU	19	93	4.9	23	1	0	7.8	0	4
2010	117	Jerome Harrison, RB	CLE/PHI	31	91	2.9	39	1	0	22.8	1	3
2010	118	Le'Ron McClain, FB	BAL	28	85	3.0	16	0	0	5.7	0	15
2010	119	Joe Flacco, QB	BAL	43	84	2.0	14	0	1	5.3	2	10
2010	120	Nate Burleson, WR	DET	7	81	11.6	25	2	0	5.8	0	5
