Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2003	106	Stanley Pritchett, RB	CHI	21	93	4.4	18	0	2	5.8	0	7
2003	107	Jay Fiedler, QB	MIA	34	88	2.6	14	0	3	7.3	2	14
2003	107	Tim Dwight, WR	SD	9	88	9.8	20	1	0	9.8	0	3
2003	109	Joey Harrington, QB	DET	30	86	2.9	26	1	0	5.4	3	7
2003	110	Larry Johnson, RB	KC	20	85	4.3	15	0	1	14.2	0	5
2003	111	Drew Brees, QB	SD	21	84	4.0	18	0	0	7.6	1	7
2003	112	Dennis Northcutt, WR	CLE	12	83	6.9	23	1	0	5.5	0	4
2003	112	Trent Green, QB	KC	26	83	3.2	14	0	2	5.2	1	8
2003	112	Rick Mirer, QB	OAK	20	83	4.2	20	1	1	9.2	1	5
2003	115	Larry Centers, FB	NE	21	82	3.9	13	0	0	9.1	0	2
2003	116	Alan Ricard, RB	BAL	19	79	4.2	30	1	0	4.9	0	5
2003	117	Mike Alstott, FB	TB	27	77	2.9	29	1	2	19.3	0	10
2003	118	Marc Bulger, QB	STL	29	75	2.6	28	1	4	5.0	1	7
2003	118	James McKnight, WR	MIA	2	75	37.5	68	1	1	5.0	0	1
2003	118	Antwaan Randle El, WR	PIT	15	75	5.0	32	1	0	4.7	2	4
