 	Brad Smith, WR	BUF	0	1	0.0	0	0.00	0	0	1	1	0.0	0
 	Micheal Spurlock, WR	TB	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Marshawn Lynch, RB	SEA	0	2	0.0	0	0.00	0	0	0	0	39.6	0
 	Adam Podlesh, P	CHI	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Matt Forte, RB	CHI	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Tom Brandstater, QB	STL	0	2	0.0	0	0.00	0	0	0	0	39.6	0
 	Bernard Scott, RB	CIN	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Britton Colquitt, P	DEN	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Demaryius Thomas, WR	DEN	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Eric Decker, WR	DEN	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Randall Cobb, WR	GB	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Chas Henry, P	PHI	0	1	0.0	0	0.00	0	0	0	0	39.6	0
