Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2014	56	Ben Tate, RB	CLE/MIN/PIT	106	333	3.1	25	1	4	41.6	0	15
2014	57	James Starks, RB	GB	85	333	3.9	41	3	2	20.8	1	16
2014	58	Carlos Hyde, RB	SF	83	333	4.0	28	1	4	23.8	1	16
2014	59	Ryan Mathews, RB	SD	74	330	4.5	32	3	3	55.0	1	17
2014	60	Darren Sproles, RB	PHI	57	329	5.8	49	2	6	21.9	2	18
2014	61	Toby Gerhart, RB	JAX	101	326	3.2	23	1	2	23.3	1	23
2014	62	Ryan Tannehill, QB	MIA	56	311	5.6	40	4	1	19.4	4	18
2014	63	Robert Turbin, RB	SEA	74	310	4.2	17	0	0	19.4	1	16
2014	64	C.J. Spiller, RB	BUF	78	300	3.8	53	3	0	33.3	3	12
2014	65	Reggie Bush, RB	DET	76	297	3.9	26	1	2	27.0	0	9
2014	66	Zac Stacy, RB	STL	76	293	3.9	16	0	1	22.5	2	13
2014	67	Lorenzo Taliaferro, RB	BAL	68	292	4.3	31	3	4	22.5	1	17
2014	68	LeGarrette Blount, RB	NE/PIT	60	281	4.7	34	4	3	56.2	0	14
2014	69	Andrew Luck, QB	IND	64	273	4.3	20	2	3	17.1	4	18
2014	70	Juwan Thompson, RB	DEN	54	272	5.0	47	2	3	18.1	1	17
2014	71	Aaron Rodgers, QB	GB	43	269	6.3	19	0	2	16.8	3	20
2014	72	LeGarrette Blount, RB	NE/PIT	65	266	4.1	50	1	2	24.2	1	16
2014	73	Alex Smith, QB	KC	49	254	5.2	25	2	1	16.9	1	12
2014	74	Devonta Freeman, RB	ATL	65	248	3.8	31	2	1	15.5	1	9
2014	75	Benjamin Cunningham, RB	STL	66	246	3.7	20	1	3	15.4	0	12
2014	76	Kerwynn Williams, RB	ARI/SD	53	246	4.6	19	0	0	49.2	1	11
2014	77	Geno Smith, QB	NYJ	59	238	4.0	18	0	1	17.0	5	18
2014	78	Tavon Austin, WR	STL	36	224	6.2	19	0	2	14.9	0	11
2014	79	Donald Brown, RB	SD	85	223	2.6	16	0	0	17.2	0	11
2014	80	Pierre Thomas, RB	NO	45	222	4.9	27	1	2	20.2	0	13
2014	81	DeAngelo Williams, RB	CAR	62	219	3.5	17	0	0	36.5	1	6
2014	82	Jacquizz Rodgers, RB	ATL	58	217	3.7	17	0	1	13.6	1	12
2014	83	Roy Helu, RB	WSH	40	216	5.4	18	0	1	15.4	0	10
2014	84	Teddy Bridgewater, QB	MIN	47	209	4.4	16	0	1	16.1	0	13
2014	85	Stepfan Taylor, RB	ARI	63	208	3.3	21	1	1	14.9	0	13
2014	86	Jay Cutler, QB	CHI	39	191	4.9	25	3	2	12.7	3	14
2014	87	Jordan Todman, RB	JAX	32	186	5.8	62	2	1	11.6	0	5
2014	88	Charles Sims, RB	TB	66	185	2.8	20	1	1	23.1	2	10
2014	89	Ryan Fitzpatrick, QB	HOU	50	184	3.7	16	0	2	15.3	2	13
2014	90	Robert Griffin, QB	WSH	38	176	4.6	23	1	1	19.6	4	9
2014	91	Christine Michael, RB	SEA	34	175	5.1	45	1	0	17.5	1	11
2014	92	Montee Ball, RB	DEN	55	172	3.1	23	1	1	34.4	1	9
2014	93	Chris Polk, RB	PHI	46	172	3.7	22	1	4	12.3	0	12
2014	94	Andy Dalton, QB	CIN	60	169	2.8	20	2	4	10.6	2	21
2014	95	Daniel Thomas, RB	MIA	44	168	3.8	15	0	2	14.0	1	9
2014	96	Ka'Deem Carey, RB	CHI	36	158	4.4	15	0	0	11.3	0	11
2014	97	Michael Vick, QB	NYJ	26	153	5.9	24	1	0	15.3	2	10
2014	98	Jonathan Grimes, RB	HOU	39	153	3.9	11	0	0	9.6	0	5
2014	99	Knowshon Moreno, RB	MIA	31	148	4.8	15	0	1	49.3	0	8
2014	100	Matt Ryan, QB	ATL	29	145	5.0	15	0	0	9.1	1	10
2014	101	Fozzy Whittaker, RB	CAR	32	145	4.5	17	0	1	14.5	0	8
2014	102	Antone Smith, RB	ATL	23	144	6.3	48	2	2	14.4	1	6
2014	103	Jake Locker, QB	TEN	22	142	6.5	29	2	1	20.3	1	10
2014	104	Bilal Powell, RB	NYJ	33	141	4.3	15	0	1	9.4	0	7
2014	105	Dexter McCluster, RB	TEN	40	131	3.3	16	0	0	9.4	0	7
2014	106	Josh McCown, QB	TB	25	127	5.1	16	0	3	11.5	1	10
2014	107	Bryce Brown, RB	BUF	36	126	3.5	14	0	0	18.0	1	6
2014	108	Damien Williams, RB	MIA	36	122	3.4	19	0	0	7.6	0	6
2014	109	Cordarrelle Patterson, WR	MIN	10	117	11.7	67	2	1	7.3	0	4
2014	110	Peyton Hillis, RB	NYG	26	115	4.4	16	0	0	12.8	0	4
2014	111	De'Anthony Thomas, WR	KC	14	113	8.1	26	1	1	9.4	0	4
2014	112	Percy Harvin, WR	NYJ/SEA	22	110	5.0	13	0	0	13.8	0	7
2014	113	Philip Rivers, QB	SD	37	102	2.8	17	0	0	6.4	4	9
2014	114	Lance Dunbar, RB	DAL	29	99	3.4	14	0	0	6.2	0	5
2014	115	Maurice Jones-Drew, RB	OAK	43	96	2.2	13	0	0	8.0	1	2
2014	116	Corey Brown, WR	CAR	8	95	11.9	28	1	0	7.3	0	3
2014	117	Julian Edelman, WR	NE	10	94	9.4	25	1	0	6.7	0	7
2014	118	Matthew Stafford, QB	DET	43	93	2.2	18	0	2	5.8	2	8
2014	119	Derek Carr, QB	OAK	29	92	3.2	41	1	0	5.8	6	10
2014	119	Percy Harvin, WR	NYJ/SEA	11	92	8.4	51	1	1	18.4	0	4
