Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2009	50	Willie Parker, RB	PIT	98	389	4.0	34	2	0	27.8	2	19
2009	51	Maurice Morris, RB	DET	93	384	4.1	64	1	2	27.4	1	14
2009	52	Josh Cribbs, WR	CLE	55	381	6.9	37	4	1	23.8	1	21
2009	53	Larry Johnson, RB	CIN/KC	132	377	2.9	19	0	0	53.9	2	17
2009	54	Darren McFadden, RB	OAK	104	357	3.4	28	1	1	29.8	4	13
2009	55	Tashard Choice, RB	DAL	64	349	5.5	66	3	3	21.8	0	20
2009	56	Darren Sproles, RB	SD	93	343	3.7	21	2	3	21.4	0	15
2009	57	Chester Taylor, RB	MIN	94	338	3.6	25	1	1	21.1	2	11
2009	58	Kevin Faulk, RB	NE	62	335	5.4	29	1	2	22.3	0	18
2009	59	Leon Washington, RB	NYJ	72	331	4.6	33	2	0	47.3	1	9
2009	60	Leonard Weaver, FB	PHI	70	323	4.6	41	1	2	20.2	0	17
2009	60	David Garrard, QB	JAX	77	323	4.2	30	1	3	20.2	5	31
2009	62	Bernard Scott, RB	CIN	74	321	4.3	61	3	0	24.7	1	15
2009	63	Sammy Morris, RB	NE	73	319	4.4	55	2	2	26.6	2	18
2009	64	Aaron Rodgers, QB	GB	58	316	5.4	35	2	5	19.8	2	25
2009	65	Vince Young, QB	TEN	55	281	5.1	44	1	2	23.4	7	20
2009	65	Donald Brown, RB	IND	78	281	3.6	45	2	3	25.5	1	14
2009	67	Brian Westbrook, RB	PHI	61	274	4.5	25	1	1	34.3	0	13
2009	68	Fred Taylor, RB	NE	63	269	4.3	19	0	4	44.8	1	13
2009	69	Chris Brown, RB	HOU	79	267	3.4	13	0	3	19.1	1	15
2009	70	Arian Foster, RB	HOU	54	257	4.8	24	1	3	42.8	0	15
2009	71	Jerious Norwood, RB	ATL	76	252	3.3	21	1	0	25.2	0	11
2009	72	Jason Campbell, QB	WSH	46	236	5.1	21	2	1	14.8	4	17
2009	73	Rock Cartwright, RB	WSH	64	228	3.6	34	1	0	14.3	0	12
2009	74	Glen Coffee, RB	SF	83	226	2.7	17	0	1	16.1	0	8
2009	75	LenDale White, RB	TEN	64	222	3.5	11	0	2	17.1	1	11
2009	76	Kahlil Bell, RB	CHI	40	220	5.5	72	2	0	31.4	0	9
2009	76	Chris Jennings, RB	CLE	63	220	3.5	16	0	1	24.4	0	10
2009	78	Ladell Betts, RB	WSH	56	210	3.8	18	0	2	21.0	0	7
2009	79	Brad Smith, WR	NYJ	18	207	11.5	57	3	1	15.9	0	10
2009	80	Larry Johnson, RB	CIN/KC	46	204	4.4	27	2	0	29.1	0	11
2009	81	Rashad Jennings, RB	JAX	39	202	5.2	28	2	1	13.5	0	8
2009	82	Quinton Ganther, RB	WSH	62	201	3.2	13	0	3	25.1	0	12
2009	83	Matt Cassel, QB	KC	50	189	3.8	13	0	0	12.6	9	6
2009	84	Le'Ron McClain, FB	BAL	46	180	3.9	20	2	2	11.3	0	22
2009	85	Jay Cutler, QB	CHI	40	173	4.3	30	1	1	10.8	4	14
2009	86	Josh Freeman, QB	TB	30	161	5.4	20	1	0	16.1	4	11
2009	87	Ahman Green, RB	GB	41	160	3.9	26	1	1	20.0	0	8
2009	88	Kenneth Darby, RB	STL	27	152	5.6	51	1	0	9.5	0	5
2009	89	Mike Tolbert, FB	SD	25	148	5.9	32	2	1	9.3	0	10
2009	89 	Josh Johnson, QB	TB	22	148	6.7	29	1	0	24.7	3	7
2009	91	Ryan Fitzpatrick, QB	BUF	31	141	4.5	31	1	1	14.1	1	11
2009	92	Donovan McNabb, QB	PHI	37	140	3.8	27	1	2	10.0	3	12
2009	93	DeSean Jackson, WR	PHI	11	137	12.5	67	2	1	9.1	0	5
2009	94	Percy Harvin, WR	MIN	15	135	9.0	35	2	0	9.0	0	8
2009	95	Aaron Brown, RB	DET	27	131	4.9	19	0	0	8.7	0	7
2009	96	Marcus Mason, RB	WSH	32	127	4.0	20	1	0	12.7	0	4
2009	97	Lynell Hamilton, RB	NO	35	125	3.6	19	0	2	13.9	0	12
2009	97 	Edgerrin James, RB	SEA	46	125	2.7	10	0	0	17.9	1	6
2009	99	Lousaka Polite, FB	MIA	37	123	3.3	13	0	0	7.7	1	20
2009	100	Garrett Wolfe, RB	CHI	22	120	5.5	36	1	1	15.0	0	6
2009	101	Matt Hasselbeck, QB	SEA	26	119	4.6	23	1	0	8.5	4	5
2009	102	Mewelde Moore, RB	PIT	35	118	3.4	15	0	0	7.4	0	7
2009	103	BenJarvus Green-Ellis, RB	NE	26	114	4.4	29	1	0	9.5	0	6
2009	104	Brandon Jackson, RB	GB	37	111	3.0	9	0	2	9.3	1	5
2009	105	Matthew Stafford, QB	DET	20	108	5.4	21	1	2	10.8	0	6
2009	105	Bruce Gradkowski, QB	OAK	18	108	6.0	21	2	0	15.4	2	7
2009	107	Trent Edwards, QB	BUF	14	106	7.6	20	2	0	13.3	0	6
2009	107	Mark Sanchez, QB	NYJ	36	106	2.9	14	0	3	7.1	2	15
2009	109	Tony Romo, QB	DAL	35	105	3.0	17	0	1	6.6	2	5
2009	110	Chad Simpson, RB	IND	15	102	6.8	31	2	2	7.3	0	5
2009	111	Brady Quinn, QB	CLE	20	98	4.9	24	1	1	9.8	1	10
2009	112	Michael Vick, QB	PHI	24	95	4.0	34	1	2	7.9	0	7
2009	113	Carson Palmer, QB	CIN	39	93	2.4	15	0	3	5.8	3	12
2009	114	Daunte Culpepper, QB	DET	18	91	5.1	32	1	0	11.4	2	5
2009	115	Lex Hilliard, FB	MIA	23	89	3.9	18	0	1	5.6	0	5
2009	116	LaMont Jordan, RB	DEN	25	86	3.4	13	0	0	9.6	0	4
2009	116	Mike Thomas, WR	JAX	12	86	7.2	22	1	0	6.1	0	5
2009	118	Brian Leonard, RB	CIN	27	84	3.1	11	0	0	6.0	0	6
2009	119	Robert Meachem, WR	NO	6	82	13.7	41	1	0	5.1	0	4
2009	119	Ben Roethlisberger, QB	PIT	40	82	2.1	15	0	2	5.5	3	16
