Year	RK	PLAYER	TEAM	REC	TAR	YDS	AVG	TD	LONG	20+	YDS/G	FUM	YAC	1DN
2005 	33	Eric Moulds, WR	BUF	81	0	816	10.1	4	55	5	54.4	0	0	38
2005 	34	Kevin Curtis, WR	STL	60	0	801	13.4	6	83	8	50.1	2	0	35
2005 	35	Bobby Engram, WR	SEA	67	0	778	11.6	3	56	7	59.8	2	0	43
2005 	36	Chris Cooley, TE	WSH	71	0	774	10.9	7	32	6	48.4	3	0	44
2005 	37	Ashley Lelie, WR	DEN	42	0	770	18.3	1	56	12	48.1	0	0	30
2005 	38	Terrell Owens, WR	PHI	47	0	763	16.2	6	91	10	109.0	0	0	32
2005 	39	Jason Witten, TE	DAL	66	0	757	11.5	6	34	7	47.3	0	0	40
2005 	40	Muhsin Muhammad, WR	CHI	64	0	750	11.7	4	33	13	50.0	0	0	37
2005 	41	Lee Evans, WR	BUF	48	0	743	15.5	7	65	10	46.4	0	0	29
2005 	42	Drew Bennett, WR	TEN	58	0	738	12.7	4	55	6	56.8	0	0	36
2005 	42 	David Givens, WR	NE	59	0	738	12.5	2	40	9	56.8	0	0	32
2005 	44	Brandon Lloyd, WR	SF	48	0	733	15.3	5	89	9	45.8	1	0	34
2005 	45	Eric Parker, WR	SD	57	0	725	12.7	3	49	8	48.3	0	0	35
2005 	46	Justin McCareins, WR	NYJ	43	0	713	16.6	2	45	12	44.6	0	0	33
2005 	47	Joe Jurevicius, WR	SEA	55	0	694	12.6	10	52	9	43.4	1	0	39
2005 	48	Andre Johnson, WR	HOU	63	0	688	10.9	2	53	4	52.9	0	0	40
2005 	49	Roy Williams, WR	DET	45	0	687	15.3	8	51	12	52.8	0	0	31
2005 	50	Marty Booker, WR	MIA	39	0	686	17.6	3	60	10	45.7	0	0	30 
2005 	51	Amani Toomer, WR	NYG	60	0	684	11.4	7	37	10	42.8	0	0	37
2005 	52	L.J. Smith, TE	PHI	61	0	682	11.2	3	48	8	42.6	1	0	36
2005 	53	Ernest Wilford, TE	JAC	41	0	681	16.6	7	39	13	42.6	0	0	35
2005 	54	Joe Horn, WR	NO	49	0	654	13.3	1	30	8	50.3	2	0	37
2005 	55	Brian Westbrook, RB	PHI	61	0	616	10.1	4	62	6	51.3	0	0	27
2005 	56	Brian Finneran, WR	ATL	50	0	611	12.2	2	53	6	38.2	0	0	31
2005 	57	Travis Taylor, WR	MIN	50	0	604	12.1	4	31	5	37.8	0	0	34
2005 	58	Randy McMichael, TE	MIA	60	0	582	9.7	5	30	4	36.4	1	0	25
2005 	59	Reggie Brown, WR	PHI	43	0	571	13.3	4	56	10	35.7	1	0	24
2005 	60	Jermaine Wiggins, TE	MIN	69	0	568	8.2	1	24	2	35.5	0	0	29 
2005 	61	LaMont Jordan, RB	OAK	70	0	563	8.0	2	28	4	40.2	0	0	25
2005 	62	Greg Lewis, WR	PHI	48	0	561	11.7	1	34	7	35.1	0	0	30
2005 	63	Antwaan Randle El, WR	PIT	35	0	558	15.9	1	63	10	34.9	2	0	23
2005 	64	Jerramy Stevens, TE	SEA	45	0	554	12.3	5	35	7	34.6	0	0	31
2005 	64 	Doug Gabriel, WR	OAK	37	0	554	15.0	3	38	9	39.6	0	0	31
2005 	66	Antonio Chatman, WR	GB	49	0	549	11.2	4	25	4	34.3	0	0	31
2005 	67	Brandon Stokley, WR	IND	41	0	543	13.2	1	45	10	36.2	0	0	29
2005 	67 	Erron Kinney, TE	TEN	55	0	543	9.9	2	27	5	38.8	0	0	24
2005 	69	Samie Parker, WR	KC	36	0	533	14.8	3	49	8	44.4	2	0	28
2005 	70	Tiki Barber, RB	NYG	54	0	530	9.8	2	48	5	33.1	0	0	19 
2005 	70 	Ben Troupe, TE	TEN	55	0	530	9.6	4	35	4	35.3	2	0	31
2005 	72	Isaac Bruce, WR	STL	36	0	525	14.6	3	46	8	47.7	0	0	21
2005 	73	Shaun McDonald, WR	STL	46	0	523	11.4	0	31	4	32.7	0	0	29
2005 	74	Marcus Pollard, TE	DET	46	0	516	11.2	3	86	7	32.3	1	0	28
2005 	75	Marcus Robinson, WR	MIN	31	0	515	16.6	5	68	7	34.3	0	0	24
2005 	76	Braylon Edwards, WR	CLE	32	0	512	16.0	3	80	9	51.2	0	0	22
2005 	77	Michael Jenkins, WR	ATL	36	0	508	14.1	3	58	5	36.3	0	0	28
2005 	78	Jabar Gaffney, WR	HOU	55	0	492	8.9	2	29	3	30.8	0	0	31
2005 	79	Az-Zahir Hakim, WR	NO	34	0	489	14.4	2	42	5	40.8	0	0	25
2005 	80	Dallas Clark, TE	IND	37	0	488	13.2	4	56	8	32.5	0	0	25
2005 	81	Darrell Jackson, WR	SEA	38	0	482	12.7	3	48	4	80.3	0	0	29
2005 	82	Jeb Putzier, TE	DEN	37	0	481	13.0	0	32	8	30.1	1	0	28
2005 	83	Mark Clayton, WR	BAL	44	0	471	10.7	2	47	3	33.6	0	0	24
2005 	84	Troy Brown, WR	NE	39	0	466	11.9	2	71	4	35.8	0	0	24
2005 	85	Heath Miller, TE	PIT	39	0	459	11.8	6	50	8	28.7	0	0	22
2005 	86	Cedrick Wilson, WR	PIT	26	0	451	17.3	0	46	8	28.2	1	0	20
2005 	87	Josh Reed, WR	BUF	32	0	449	14.0	2	51	8	28.1	0	0	21
2005 	88	Roddy White, WR	ATL	29	0	446	15.4	3	54	4	27.9	1	0	23
2005 	89	Reggie Williams, WR	JAC	35	0	445	12.7	0	41	6	27.8	2	0	23
2005 	90	Ricky Proehl, WR	CAR	25	0	441	17.6	4	69	5	27.6	0	0	19
2005 	90 	Dennis Northcutt, WR	CLE	42	0	441	10.5	2	58	3	27.6	0	0	19
2005 	90 	Benjamin Watson, TE	NE	29	0	441	15.2	4	35	10	29.4	1	0	22
2005 	93	Corey Bradford, WR	HOU	34	0	436	12.8	5	50	7	27.3	0	0	18
2005 	93 	Dante Hall, WR	KC	34	0	436	12.8	3	52	5	27.3	0	0	19
2005 	95	Wes Welker, WR	MIA	29	0	434	15.0	0	47	6	27.1	0	0	20
2005 	96	Bryant Johnson, WR	ARI	40	0	432	10.8	1	41	3	30.9	0	0	25
2005 	96 	Matt Jones, WR	JAC	36	0	432	12.0	5	42	5	27.0	1	0	23
2005 	98	Chris Henry, WR	CIN	31	0	422	13.6	6	47	5	30.1	2	0	19
2005 	99	Scott Vines, WR	DET	40	0	417	10.4	0	40	4	32.1	0	0	22
2005 	100	Steve Heiden, TE	CLE	43	0	401	9.3	3	62	3	26.7	0	0	20
2005 	101	D.J. Hackett, WR	SEA	28	0	400	14.3	2	47	5	30.8	0	0	17
2005 	102	Zach Hilton, TE	NO	35	0	396	11.3	1	29	6	26.4	0	0	21
2005 	103	DeShaun Foster, RB	CAR	34	0	372	10.9	1	47	6	24.8	1	0	12
2005 	103	Michael Clayton, WR	TB	32	0	372	11.6	0	41	4	26.6	1	0	18
2005 	103	Troy Williamson, WR	MIN	24	0	372	15.5	2	56	6	26.6	0	0	18
2005 	106	LaDainian Tomlinson, RB	SD	51	0	370	7.3	2	41	4	23.1	1	0	15
2005 	107	Reuben Droughns, RB	CLE	39	0	369	9.5	0	51	4	23.1	0	0	14
2005 	108	Alex Smith, TE	TB	41	0	367	9.0	2	24	3	22.9	0	0	22
2005 	109	Robert Ferguson, WR	GB	27	0	366	13.6	3	51	4	33.3	0	0	18
2005 	110	Arnaz Battle, WR	SF	32	0	363	11.3	3	39	3	36.3	1	0	20
2005 	111	Reche Caldwell, WR	SD	28	0	352	12.6	1	43	5	22.0	2	0	16
2005 	112	Mike Williams, WR	DET	29	0	350	12.1	1	49	3	25.0	2	0	20
2005 	113	Koren Robinson, WR	MIN	22	0	347	15.8	1	80	5	24.8	0	0	10
2005 	 	Tony Fisher, RB	GB	48	0	347	7.2	1	15	0	24.8	2	0	12
2005 	115	Justin Gage, WR	CHI	31	0	346	11.2	2	25	4	23.1	0	0	22
2005 	116	Larry Johnson, RB	KC	33	0	343	10.4	1	36	4	21.4	0	0	13
2005 	 	Devery Henderson, WR	NO	22	0	343	15.6	3	66	4	22.9	0	0	16
2005 	118	Patrick Crayton, WR	DAL	22	0	341	15.5	2	63	6	31.0	1	0	15
2005 	119	Mewelde Moore, RB	MIN	37	0	339	9.2	2	29	3	21.2	0	0	16
2005 	120	Edgerrin James, RB	IND	44	0	337	7.7	1	20	1	22.5	0	0	21
