Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2016	71	Russell Wilson, QB	SEA	72	259	3.6	18	0	1	16.2	2	16
2016	72	Alfred Morris, RB	DAL	69	243	3.5	17	0	2	17.4	0	15
2016	73	Peyton Barber, RB	TB	55	223	4.1	44	1	1	14.9	0	10
2016	74	Matthew Stafford, QB	DET	37	207	5.6	24	1	2	12.9	0	15
2016	75	Jeremy Langford, RB	CHI	62	200	3.2	23	1	4	16.7	2	12
2016	76	Shaun Draughn, RB	SF	74	196	2.6	18	0	4	12.3	0	15
2016	77	Kenneth Farrow, RB	LAC	60	192	3.2	11	0	0	14.8	1	10
2016	78	Robert Griffin III, QB	CLE	31	190	6.1	20	1	2	38.0	2	10
2016	79	Andy Dalton, QB	CIN	46	184	4.0	15	0	4	11.5	5	17
2016	80	Kenyan Drake, RB	MIA	33	179	5.4	45	1	2	11.2	0	9
2016	81	Blaine Gabbert, QB	SF	40	173	4.3	24	1	2	28.8	0	15
2016	82	C.J. Prosise, RB	SEA	30	172	5.7	72	1	1	28.7	0	3
2016	83	James White, RB	NE	39	166	4.3	16	0	0	10.4	0	8
2016	84	Jameis Winston, QB	TB	53	165	3.1	14	0	1	10.3	4	10
2016	85	Robert Turbin, RB	IND	47	164	3.5	18	0	7	10.9	0	20
2016	86 	Ryan Tannehill, QB	MIA	39	164	4.2	18	0	1	12.6	4	10
2016	87 	Corey Grant, RB	JAX	32	164	5.1	57	1	1	14.9	0	6
2016	88	Tavon Austin, WR	LAR	28	159	5.7	30	2	1	10.6	1	7
2016	89	Shane Vereen, RB	NYG	33	158	4.8	25	1	1	31.6	1	8
2016	90	Kerwynn Williams, RB	ARI	18	157	8.7	49	3	2	15.7	0	8
2016	91	Justin Forsett, RB	DEN/DET/BAL	43	155	3.6	64	1	1	38.8	2	6
2016	92	Terron Ward, RB	ATL	31	151	4.9	45	2	0	30.2	0	6
2016	93	Aaron Ripkowski, FB	GB	34	150	4.4	15	0	2	9.4	0	10
2016	94 	Carson Wentz, QB	PHI	46	150	3.3	17	0	2	9.4	4	15
2016	95	Charles Sims, RB	TB	51	149	2.9	23	1	1	21.3	1	6
2016	96	James Starks, RB	GB	63	145	2.3	11	0	0	16.1	0	9
2016	97	Cameron Artis-Payne, RB	CAR	36	144	4.0	14	0	2	48.0	0	5
2016	98 	Denard Robinson, RB	JAX	41	144	3.5	9	0	0	11.1	0	4
2016	99	DuJuan Harris, RB	SF	38	138	3.6	19	0	0	13.8	1	6
2016	100	Alex Smith, QB	KC	48	134	2.8	24	1	5	8.9	2	9
2016	101	Brock Osweiler, QB	HOU	30	131	4.4	21	1	2	8.7	2	13
2016	102	Ryan Fitzpatrick, QB	NYJ	33	130	3.9	14	0	0	9.3	3	7
2016	103	Kapri Bibbs, RB	DEN	29	129	4.4	24	1	0	10.8	0	7
2016	104	Kenjon Barner, RB	PHI	27	129	4.8	19	0	2	9.9	0	9
2016	105	Ka'Deem Carey, RB	CHI	32	126	3.9	24	1	0	10.5	0	4
2016	106	Alex Collins, RB	SEA	31	125	4.0	26	1	1	11.4	2	8
2016	107	Matt Ryan, QB	ATL	35	117	3.3	18	0	0	7.3	1	13
2016	108	Danny Woodhead, RB	LAC	19	116	6.1	23	2	0	58.0	0	6
2016	109	Damien Williams, RB	MIA	35	115	3.3	23	1	3	7.7	0	8
2016	110	Christine Michael, RB	GB/SEA	31	114	3.7	42	1	1	19.0	0	5
2016	111	Tyler Lockett, WR	SEA	6	114	19.0	75	1	1	7.6	0	4
2016	112	Mike Tolbert, FB	CAR	35	114	3.3	14	0	0	7.1	0	5
2016	113	Orleans Darkwa, RB	NYG	30	111	3.7	17	0	2	11.1	0	7
2016	114	Akeem Hunt, RB	HOU	20	109	5.5	19	0	0	13.6	2	4
2016	115	Kevin Hogan, QB	CLE/KC	8	105	13.1	28	1	1	26.3	0	5
2016	116	Jonathan Grimes, RB	HOU	23	105	4.6	14	0	0	10.5	0	5
2016	117	Ameer Abdullah, RB	DET	18	101	5.6	24	1	0	50.5	0	6
2016	118	Benny Cunningham, RB	LAR	21	101	4.8	24	2	0	9.2	1	4
2016	119	Ted Ginn Jr., WR	CAR	14	98	7.0	20	1	0	6.1	0	4
2016	120	Justin Forsett, RB	DEN/DET/BAL	31	98	3.2	11	0	0	32.7	0	3
