72	Craig Nall, QB	BUF/GB/HOU	7	15	46.7	88	5.87	32	1	0	1	87.6	88
73	Brad Johnson, QB	DAL	7	11	63.6	79	7.18	35	0	0	1	85.0	5
74	Brady Quinn, QB	CLE	3	8	37.5	45	5.63	18	0	0	0	56.8	45
75	Tyler Thigpen, QB	KC	2	6	33.3	41	6.83	22	0	1	1	18.7	41
76	Andrew Walter, QB	OAK	5	8	62.5	38	4.75	19	0	0	0	74.0	38
77 	Matt Cassel, QB	NE	4	7	57.1	38	5.43	21	0	1	0	32.7	6
78	Leon Washington, RB	NYJ	1	1	100.0	36	36.00	36	0	0	0	118.8	2
79	Charlie Frye, QB	CLE/SEA	4	10	40.0	34	3.40	15	0	1	5	10.0	34
80	Daniel Sepulveda, P	PIT	1	1	100.0	32	32.00	32	0	0	0	118.8	2
81	Jared Lorenzen, QB	NYG	4	8	50.0	28	3.50	9	0	0	1	58.3	14
82	Chris Kluwe, P	MIN	1	1	100.0	27	27.00	27	0	0	0	118.8	2
83	Antwaan Randle El, WR	WSH	1	2	50.0	19	9.50	19	0	0	0	83.3	1
84	LaDainian Tomlinson, RB	SD	1	1	100.0	17	17.00	17	1	0	0	158.3	1
85	Clinton Portis, RB	WSH	1	1	100.0	15	15.00	15	1	0	1	158.3	1
86 	Matt Gutierrez, QB	NE	1	1	100.0	15	15.00	15	0	0	0	118.8	3
87	Anthony Wright, QB	NYG	1	7	14.3	12	1.71	12	0	0	0	39.6	4
88	Adrian Peterson, RB	CHI	1	1	100.0	9	9.00	9	1	0	0	143.8	1
89	Marshawn Lynch, RB	BUF	1	1	100.0	8	8.00	8	1	0	0	139.6	1
90	Billy Volek, QB	SD	3	10	30.0	6	0.60	4	0	1	2	0.0	1
91	Steven Jackson, RB	STL	1	1	100.0	2	2.00	2	1	0	0	118.8	0
92	Marty Booker, WR	MIA	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Ronald Curry, WR	OAK	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Chester Taylor, RB	MIN	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Larry Johnson, RB	KC	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Greg Lewis, WR	PHI	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Mewelde Moore, RB	MIN	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Willie Parker, RB	PIT	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Mark Clayton, WR	BAL	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Robbie Gould, PK	CHI	0	1	0.0	0	0.00	0	0	0	0	39.6	0
 	Brad Smith, WR	NYJ	0	1	0.0	0	0.00	0	0	0	0	39.6	0
