Year	RK	PLAYER	TEAM	REC	TAR	YDS	AVG	TD	LONG	20+	YDS/G	FUM	YAC	1DN
2004 	26	Keyshawn Johnson, WR	DAL	70	0	981	14.0	6	39	15	61.3	1	0	53
2004 	27	Jason Witten, TE	DAL	87	0	980	11.3	6	42	13	61.3	2	0	44
2004 	28	T.J. Houshmandzadeh, WR	CIN	73	0	978	13.4	4	62	15	61.1	0	0	49
2004 	29	Antonio Gates, TE	SD	81	0	964	11.9	13	72	14	64.3	0	0	55
2004 	30	Laveranues Coles, WR	WSH	90	0	950	10.6	1	45	10	59.4	1	0	52 
2004 	31	Chris Chambers, WR	MIA	69	0	898	13.0	7	76	8	59.9	0	0	46
2004 	32	David Givens, WR	NE	56	0	874	15.6	3	50	13	58.3	0	0	47
2004 	33	Lee Evans, WR	BUF	48	0	843	17.6	9	69	12	52.7	1	0	38
2004 	34	Santana Moss, WR	NYJ	45	0	838	18.6	5	69	13	55.9	0	0	35
2004 	35	Eric Johnson, TE	SF	82	0	825	10.1	2	25	4	51.6	1	0	45
2004 	36	Roy Williams, WR	DET	54	0	817	15.1	8	46	15	58.4	1	0	34
2004 	37	Antonio Bryant, WR	CLE/DAL	58	0	812	14.0	4	55	9	54.1	1	0	37
2004 	38	Dennis Northcutt, WR	CLE	55	0	806	14.7	2	58	12	50.4	0	0	25
2004 	39	David Patten, WR	NE	44	0	800	18.2	7	48	15	50.0	0	0	37
2004 	40	Johnnie Morton, WR	KC	55	0	795	14.5	3	52	10	61.2	1	0	38
2004 	41	Randy McMichael, TE	MIA	73	0	791	10.8	4	42	9	49.4	2	0	42
2004 	42	Larry Fitzgerald, WR	ARI	58	0	780	13.4	8	48	15	48.8	1	0	36
2004 	43	Alge Crumpler, TE	ATL	48	0	774	16.1	6	49	17	55.3	1	0	32
2004 	44	Justin McCareins, WR	NYJ	56	0	770	13.8	4	43	10	48.1	1	0	43
2004 	45	Randy Moss, WR	MIN	49	0	767	15.7	13	82	11	59.0	1	0	43
2004 	45 	Donte' Stallworth, WR	NO	58	0	767	13.2	5	45	13	47.9	0	0	35
2004 	47	Keary Colbert, WR	CAR	47	0	754	16.0	5	63	14	50.3	1	0	31
2004 	48	Amani Toomer, WR	NYG	51	0	747	14.6	0	48	8	49.8	1	0	39
2004 	49	Jermaine Wiggins, TE	MIN	71	0	705	9.9	4	39	9	50.4	1	0	33
2004 	50	Brian Westbrook, RB	PHI	73	0	703	9.6	6	50	7	54.1	1	0	30 
2004 	51	David Terrell, WR	CHI	42	0	699	16.6	1	63	12	43.7	0	0	35
2004 	52	Plaxico Burress, WR	PIT	35	0	698	19.9	5	48	13	63.5	1	0	31
2004 	53	Eric Parker, WR	SD	47	0	690	14.7	4	79	8	46.0	1	0	32
2004 	54	Ronald Curry, WR	OAK	50	0	679	13.6	6	63	11	56.6	1	0	32
2004 	55	Todd Pinkston, WR	PHI	36	0	676	18.8	1	80	7	42.3	0	0	24
2004 	56	Jeremy Shockey, TE	NYG	61	0	666	10.9	6	38	10	44.4	1	0	32
2004 	57	Marcus Robinson, WR	MIN	47	0	657	14.0	8	50	11	41.1	1	0	31
2004 	58	Rod Gardner, WR	WSH	51	0	650	12.7	5	51	7	40.6	0	0	30
2004 	59	Cedrick Wilson, WR	SF	47	0	641	13.6	3	39	6	42.7	0	0	35
2004 	60	Marty Booker, WR	MIA	50	0	638	12.8	1	45	8	42.5	0	0	30 
2004 	61	Jabar Gaffney, WR	HOU	41	0	632	15.4	2	69	12	39.5	0	0	34
2004 	62	Anquan Boldin, WR	ARI	56	0	623	11.1	1	31	6	62.3	1	0	32
2004 	63	Antwaan Randle El, WR	PIT	43	0	601	14.0	3	39	10	37.6	3	0	29
2004 	64	Domanick Williams, RB	HOU	68	0	588	8.6	1	38	1	39.2	2	0	27
2004 	65	Jerome Pathon, WR	NO	34	0	581	17.1	1	38	11	38.7	1	0	23
2004 	66	Tiki Barber, RB	NYG	52	0	578	11.1	2	62	8	36.1	0	0	18
2004 	67	Peerless Price, WR	ATL	45	0	575	12.8	3	50	8	35.9	0	0	28
2004 	68	Jeb Putzier, TE	DEN	36	0	572	15.9	2	39	10	35.8	0	0	27
2004 	69	Brandon Lloyd, WR	SF	43	0	565	13.1	6	52	6	43.5	0	0	26
2004 	70	Doug Gabriel, WR	OAK	33	0	551	16.7	2	58	8	34.4	0	0	26 
2004 	71	Bryant Johnson, WR	ARI	49	0	537	11.0	1	40	5	33.6	1	0	29
2004 	72	Az-Zahir Hakim, WR	DET	31	0	533	17.2	3	39	9	44.4	0	0	24
2004 	72 	Troy Edwards, WR	JAC	50	0	533	10.7	1	36	5	33.3	2	0	25
2004 	74	Bobby Engram, WR	SEA	36	0	499	13.9	2	60	6	38.4	1	0	25
2004 	75	Ricky Proehl, WR	CAR	34	0	497	14.6	0	34	10	31.1	0	0	25
2004 	76	Koren Robinson, WR	SEA	31	0	495	16.0	2	33	10	49.5	0	0	23
2004 	77	Shaun McDonald, WR	STL	37	0	494	13.4	3	52	9	30.9	1	0	23
2004 	78	Edgerrin James, RB	IND	51	0	483	9.5	0	56	3	30.2	0	0	20
2004 	79	Bobby Wade, WR	CHI	42	0	481	11.5	0	40	5	30.1	2	0	23
2004 	80	Deion Branch, WR	NE	35	0	454	13.0	4	26	6	50.4	0	0	27
2004 	81	LaDainian Tomlinson, RB	SD	53	0	441	8.3	1	74	3	29.4	1	0	16
2004 	82	Ike Hilliard, WR	NYG	49	0	437	8.9	0	43	2	27.3	3	0	22
2004 	83	Jerry Rice, WR	OAK/SEA	30	0	429	14.3	3	56	5	25.2	0	0	21
2004 	84	Thomas Jones, RB	CHI	56	0	427	7.6	0	45	4	30.5	0	0	16
2004 	85	Freddie Jones, TE	ARI	45	0	426	9.5	2	40	4	26.6	0	0	16
2004 	86	Dallas Clark, TE	IND	25	0	423	16.9	5	80	7	28.2	2	0	18
2004 	87	Travis Taylor, WR	BAL	34	0	421	12.4	0	47	7	38.3	1	0	21
2004 	87 	Kevin Curtis, WR	STL	32	0	421	13.2	2	41	5	28.1	1	0	18
2004 	89	Joey Galloway, WR	TB	33	0	416	12.6	5	36	7	41.6	0	0	25
2004 	89 	Andre Davis, WR	CLE	16	0	416	26.0	2	99	7	59.4	0	0	14
2004 	91	Derick Armstrong, WR	HOU	29	0	415	14.3	1	44	7	29.6	0	0	21
2004 	92	Quincy Morgan, WR	CLE/DAL	31	0	404	13.0	3	53	4	26.9	1	0	19
2004 	93	Curtis Conway, WR	SF	38	0	403	10.6	3	37	4	25.2	0	0	23
2004 	94	Terry Glenn, WR	DAL	24	0	400	16.7	2	48	7	66.7	0	0	16
2004 	95	Corey Bradford, WR	HOU	27	0	399	14.8	3	47	4	26.6	0	0	20
2004 	96	Wayne Chrebet, WR	NYJ	31	0	397	12.8	1	35	6	24.8	0	0	20
2004 	97	Nick Goings, RB	CAR	45	0	394	8.8	1	37	4	24.6	0	0	18
2004 	97 	Onterrio Smith, RB	MIN	36	0	394	10.9	2	63	4	35.8	0	0	22
2004 	99	Keenan McCardell, WR	SD	31	0	393	12.7	1	31	6	56.1	0	0	19
2004 	100	Michael Pittman, RB	TB	41	0	391	9.5	3	68	5	30.1	1	0	12 
2004 	101	Darius Watts, WR	DEN	31	0	385	12.4	1	28	3	24.1	1	0	19
2004 	102	Kelley Washington, WR	CIN	31	0	378	12.2	3	28	4	23.6	0	0	19
2004 	103	Stephen Alexander, TE	DET	41	0	377	9.2	1	30	2	23.6	0	0	21
2004 	 	Freddie Mitchell, WR	PHI	22	0	377	17.1	2	60	8	23.6	0	0	18
2004 	 	L.J. Smith, TE	PHI	34	0	377	11.1	5	31	6	23.6	0	0	21
2004 	106	Kevin Johnson, WR	BAL	35	0	373	10.7	1	35	6	23.3	1	0	19
2004 	107	Dez White, WR	ATL	30	0	370	12.3	2	54	4	23.1	0	0	15
2004 	108	Robert Ferguson, WR	GB	24	0	367	15.3	1	48	8	28.2	0	0	18
2004 	109	Daniel Graham, TE	NE	30	0	364	12.1	7	48	6	26.0	0	0	20
2004 	 	Kelly Campbell, WR	MIN	19	0	364	19.2	1	61	7	22.8	0	0	14 
2004 	111	Boo Williams, TE	NO	33	0	362	11.0	2	22	4	22.6	2	0	18
2004 	112	Bubba Franks, TE	GB	34	0	361	10.6	7	29	3	22.6	0	0	20
2004 	113	Derrius Thompson, WR	MIA	23	0	359	15.6	4	36	6	22.4	0	0	18
2004 	114	Jerramy Stevens, TE	SEA	31	0	349	11.3	3	32	5	21.8	0	0	19
2004 	115	Ken Dilger, TE	TB	39	0	345	8.8	3	45	3	21.6	0	0	15
2004 	 	Fred Taylor, RB	JAC	36	0	345	9.6	1	64	2	24.6	0	0	17
2004 	117	Jerald Sowell, FB	NYJ	45	0	342	7.6	1	34	3	21.4	1	0	14
2004 	118	Joe Jurevicius, WR	TB	27	0	333	12.3	2	42	5	33.3	0	0	15
2004 	119	Ben Troupe, TE	TEN	33	0	329	10.0	1	33	3	23.5	2	0	13
2004 	120	Kris Mangum, TE	CAR	34	0	323	9.5	3	26	2	21.5	0	0	17
