Year	RK	PLAYER	TEAM	REC	TAR	YDS	AVG	TD	LONG	20+	YDS/G	FUM	YAC	1DN
2012	101	C.J. Spiller, RB	BUF	43	56	459	10.7	2	66	9	28.7	1	521	19
2012	102	Tony Moeaki, TE	KC	33	56	453	13.7	1	38	7	30.2	0	143	24
2012	103	Dexter McCluster, WR	KC	52	78	452	8.7	1	31	4	28.3	1	214	24
2012	104	Michael Jenkins, WR	MIN	40	72	449	11.2	2	32	4	28.1	0	140	25
2012	104	Mario Manningham, WR	SF	42	57	449	10.7	1	40	6	37.4	2	183	21
2012	106	Danny Woodhead, RB	NE	40	55	446	11.2	3	25	7	27.9	1	378	22
2012	107	Donald Jones, WR	BUF	41	67	443	10.8	4	68	4	36.9	1	188	25
2012	108	Kevin Ogletree, WR	DAL	32	56	436	13.6	4	65	5	29.1	0	84	19
2012	109	Dallas Clark, TE	TB	47	76	435	9.3	4	33	4	27.2	0	113	23
2012	110	Randy Moss, WR	SF	28	51	434	15.5	3	55	7	27.1	1	80	22
2012	111	Tiquan Underwood, WR	TB	28	56	425	15.2	2	62	4	30.4	0	114	20
2012	112	Rob Housler, TE	ARI	45	68	417	9.3	0	33	5	27.8	0	186	17
2012	113	Jacoby Jones, WR	BAL	30	54	406	13.5	1	47	9	25.4	0	109	16
2012	114	Jacquizz Rodgers, RB	ATL	53	59	402	7.6	1	32	2	25.1	0	448	17
2012	115	Zach Miller, TE	SEA	38	53	396	10.4	3	30	7	24.8	1	143	18
2012	116	Harry Douglas, WR	ATL	38	59	395	10.4	1	37	5	26.3	1	152	17
2012	117	Titus Young, WR	DET	33	56	383	11.6	4	46	5	38.3	0	87	20
2012	118	Joe Morgan, WR	NO	10	21	379	37.9	3	80	8	27.1	0	91	9
2012	119	Earl Bennett, WR	CHI	29	49	375	12.9	2	60	5	31.3	0	207	20
2012	120	LeSean McCoy, RB	PHI	54	67	373	6.9	3	36	4	31.1	0	489	19
2012	121	Ronnie Brown, RB	SD	49	61	371	7.6	0	25	3	26.5	0	391	16
2012	122	Trent Richardson, RB	CLE	51	70	367	7.2	1	27	5	24.5	0	448	18
2012	 	Alshon Jeffery, WR	CHI	24	48	367	15.3	3	55	6	36.7	0	70	17
2012	124	Doug Baldwin, WR	SEA	29	49	366	12.6	3	50	5	26.1	0	81	18
2012	 	Greg Jennings, WR	GB	36	62	366	10.2	4	45	3	45.8	0	175	22
2012	126	Jeff Cumberland, TE	NYJ	29	53	359	12.4	3	39	6	23.9	0	121	18
2012	127	Joel Dreessen, TE	DEN	41	58	356	8.7	5	30	4	22.3	0	154	19
2012	128	Pierre Thomas, RB	NO	39	53	354	9.1	1	36	4	23.6	0	369	20
2012	129	Delanie Walker, TE	SF	21	38	344	16.4	3	45	9	21.5	1	56	14
2012	130	Matt Forte, RB	CHI	44	60	340	7.7	1	47	3	22.7	0	316	15
2012	131	Louis Murphy, WR	CAR	25	60	336	13.4	1	55	4	21.0	1	71	16
2012	132	Anthony Fasano, TE	MIA	41	69	332	8.1	5	22	1	20.8	0	96	18
2012	133	James Casey, TE	HOU	34	45	330	9.7	3	30	3	20.6	0	230	18
2012	134	Fred Davis, TE	WSH	24	31	325	13.5	0	29	4	46.4	0	139	17
2012	 	Jon Baldwin, WR	KC	20	47	325	16.3	1	57	6	21.7	0	116	14
2012	136	Damian Williams, WR	TEN	30	45	324	10.8	0	27	2	24.9	0	85	18
2012	137	T.J. Graham, WR	BUF	31	59	322	10.4	1	51	3	21.5	0	184	14
2012	138	Steven Jackson, RB	STL	38	54	321	8.4	0	22	3	20.1	0	294	13
2012	139	Dustin Keller, TE	NYJ	28	36	317	11.3	2	32	6	39.6	0	94	18
2012	140	Devery Henderson, WR	NO	22	47	316	14.4	1	41	5	21.1	1	67	10
2012	141	Jarius Wright, WR	MIN	22	36	310	14.1	2	65	3	44.3	0	125	13
2012	 	Ryan Broyles, WR	DET	22	33	310	14.1	2	40	5	31.0	0	162	16
2012	143	Logan Paulsen, TE	WSH	25	37	308	12.3	1	31	3	19.3	0	115	17
2012	144	Rueben Randle, WR	NYG	19	32	298	15.7	3	56	4	18.6	0	73	13
2012	 	Travis Benjamin, WR	CLE	18	37	298	16.6	2	69	4	21.3	1	65	13
2012	146	Reggie Bush, RB	MIA	35	52	292	8.3	2	25	2	18.3	0	290	14
2012	147	Anthony McCoy, TE	SEA	18	27	291	16.2	3	67	5	18.2	0	154	13
2012	148	Chaz Schilens, WR	NYJ	28	41	289	10.3	2	25	3	19.3	1	57	16
2012	149	Coby Fleener, TE	IND	26	48	281	10.8	2	26	5	23.4	0	107	14
2012	150	Armon Binns, WR	CIN/MIA	24	40	277	11.5	1	48	3	25.2	1	116	11
2012	151	Craig Stevens, TE	TEN	23	34	275	12.0	1	46	2	18.3	2	134	14
2012	152	Jerome Simpson, WR	MIN	26	52	274	10.5	0	33	3	22.8	2	65	16
2012	153	Santonio Holmes, WR	NYJ	20	41	272	13.6	1	38	2	68.0	1	118	15
2012	154	Mike Tolbert, FB	CAR	27	39	268	9.9	0	26	4	16.8	0	269	13
2012	155	Garrett Graham, TE	HOU	28	38	263	9.4	3	30	3	17.5	0	132	16
2012	156	Felix Jones, RB	DAL	25	36	262	10.5	2	39	3	16.4	0	226	10
2012	157	Austin Pettis, WR	STL	30	47	261	8.7	4	36	2	18.6	0	90	16
2012	158	Derek Hagan, WR	OAK	20	36	259	13.0	0	38	2	18.5	0	72	14
2012	159	Darren McFadden, RB	OAK	42	62	258	6.1	1	20	1	21.5	1	263	11
2012	160	Damaris Johnson, WR	PHI	19	30	256	13.5	0	32	4	18.3	0	104	14
2012	161	Mohamed Massaquoi, WR	CLE	17	33	254	14.9	0	54	3	28.2	0	103	11
2012	162	Ryan Mathews, RB	SD	39	57	252	6.5	0	24	1	21.0	0	365	9
2012	 	Laurent Robinson, WR	JAC	24	43	252	10.5	0	32	2	36.0	1	55	8
2012	 	Stephen Hill, WR	NYJ	21	47	252	12.0	3	33	3	22.9	0	38	17
2012	165	DeMarco Murray, RB	DAL	35	42	251	7.2	0	22	2	25.1	1	245	11
2012	166	Riley Cooper, WR	PHI	23	47	248	10.8	3	23	3	22.5	0	88	14
2012	167	Ahmad Bradshaw, RB	NYG	23	31	245	10.7	0	59	3	17.5	0	276	7
2012	168	Jordan Shipley, WR	TB/JAC	23	39	244	10.6	1	36	3	34.9	0	43	10
2012	 	Isaac Redman, RB	PIT	19	23	244	12.8	0	55	2	17.4	1	213	10
2012	170	Devin Hester, KR	CHI	23	40	242	10.5	1	39	4	16.1	0	107	9
2012	171	Nate Burleson, WR	DET	27	43	240	8.9	2	26	3	40.0	0	89	14
2012	172	Aldrick Robinson, WR	WSH	11	19	237	21.5	3	68	4	15.8	0	64	9
2012	173	Jamaal Charles, RB	KC	35	48	236	6.7	1	22	1	14.8	0	264	11
2012	174	Julian Edelman, WR	NE	21	32	235	11.2	3	56	1	26.1	0	136	12
2012	175	Frank Gore, RB	SF	28	36	234	8.4	1	26	1	14.6	0	230	10
2012	 	Eddie Royal, WR	SD	23	44	234	10.2	1	31	4	23.4	0	105	15
2012	177	Chris Johnson, RB	TEN	36	49	232	6.4	0	22	1	14.5	2	231	7
2012	178	Kellen Davis, TE	CHI	19	44	229	12.1	2	25	3	14.3	1	62	11
2012	179	Jordan Cameron, TE	CLE	20	39	226	11.3	1	28	4	16.1	0	106	12
2012	180	Ed Dickson, TE	BAL	21	33	225	10.7	0	40	2	17.3	0	88	10
2012	181	Clyde Gates, WR	NYJ	16	35	224	14.0	0	42	3	20.4	0	26	12
2012	182	Dwayne Harris, WR	DAL	17	31	222	13.1	1	36	3	13.9	0	107	9
2012	183	Willis McGahee, RB	DEN	26	33	221	8.5	0	31	2	22.1	0	240	10
2012	184	Ramses Barden, WR	NYG	14	21	220	15.7	0	31	6	18.3	0	52	11
2012	185	Arian Foster, RB	HOU	40	58	217	5.4	2	23	1	13.6	0	284	10
2012	 	Fred Jackson, RB	BUF	34	42	217	6.4	1	34	1	21.7	1	238	10
2012	 	Adrian Peterson, RB	MIN	40	51	217	5.4	1	20	1	13.6	1	194	10
2012	188	Mikel Leshoure, RB	DET	34	48	214	6.3	0	15	0	15.3	0	237	11
2012	189	Charles Clay, FB	MIA	18	33	212	11.8	2	31	4	15.1	0	92	8
2012	 	Kyle Williams, WR	SF	14	22	212	15.1	1	57	2	19.3	1	76	10
2012	191	Brandon Tate, WR	CIN	13	25	211	16.2	1	44	5	13.2	0	73	6
2012	192	Early Doucet, WR	ARI	28	53	207	7.4	0	18	0	17.3	0	84	11
2012	 	Robert Meachem, WR	SD	14	32	207	14.8	2	46	2	13.8	0	42	8
2012	194	Jerricho Cotchery, WR	PIT	17	27	205	12.1	0	24	4	14.6	0	53	12
2012	195	Tom Crabtree, TE	GB	8	12	203	25.4	3	72	3	14.5	0	159	6
2012	 	Jason Snelling, RB	ATL	31	35	203	6.5	1	16	0	12.7	1	214	9
2012	197	Marvin Jones, WR	CIN	18	32	201	11.2	1	23	1	18.3	0	34	11
2012	198	Micheal Spurlock, WR	SD/JAC	23	29	200	8.7	1	22	1	14.3	0	73	12
2012	199	Braylon Edwards, WR	NYJ/SEA	18	36	199	11.1	1	19	0	15.3	0	39	12
2012	200	Marshawn Lynch, RB	SEA	23	30	196	8.5	1	27	2	12.3	1	207	11
2012	201	Mike Goodson, RB	OAK	16	16	195	12.2	1	64	2	16.3	0	227	9
2012	202	Chris Ogbonnaya, RB	CLE	24	32	187	7.8	0	38	2	12.5	1	192	10
2012	 	DeAngelo Williams, RB	CAR	13	20	187	14.4	2	53	3	11.7	0	207	5
2012	204	Clay Harbor, TE	PHI	25	41	186	7.4	2	19	0	13.3	1	80	8
2012	 	LaVon Brazill, WR	IND	11	24	186	16.9	1	42	4	12.4	0	74	7
2012	206	Devin Aromashodu, WR	MIN	11	22	182	16.5	0	31	2	12.1	0	38	10
2012	207	Robert Turbin, RB	SEA	19	23	181	9.5	0	20	1	11.3	0	138	8
2012	208	Knowshon Moreno, RB	DEN	21	26	167	8.0	0	26	1	20.9	0	133	11
2012	209	Luke Stocker, TE	TB	16	27	165	10.3	1	33	2	10.3	0	94	8
2012	210	Daryl Richardson, RB	STL	24	36	163	6.8	0	26	2	10.2	1	186	7
2012	211	Shaun Draughn, RB	KC	24	29	158	6.6	0	23	2	9.9	0	148	5
2012	212	Jonathan Stewart, RB	CAR	17	23	157	9.2	1	30	1	17.4	1	191	5
2012	213	Daniel Thomas, RB	MIA	15	22	156	10.4	0	32	1	13.0	0	163	5
2012	 	Brian Quick, WR	STL	11	28	156	14.2	2	39	3	10.4	0	32	6
2012	215	Toby Gerhart, RB	MIN	20	27	155	7.8	0	21	1	9.7	0	152	9
2012	216	Mohamed Sanu, WR	CIN	16	25	154	9.6	4	34	1	17.1	0	76	10
2012	217	Niles Paul, TE	WSH	8	15	152	19.0	1	37	5	9.5	0	64	5
2012	 	Brad Smith, WR	BUF	14	22	152	10.9	2	35	1	10.1	0	51	7
2012	 	Vick Ballard, RB	IND	17	27	152	8.9	1	19	0	9.5	0	118	7
2012	220	Shonn Greene, RB	NYJ	19	31	151	7.9	0	30	2	9.4	1	128	3
2012	 	Lestar Jean, WR	HOU	6	12	151	25.2	1	54	3	10.8	0	83	5
2012	 	Juron Criner, WR	OAK	16	34	151	9.4	1	17	0	12.6	1	84	10
2012	 	Rishard Matthews, WR	MIA	11	19	151	13.7	0	30	3	18.9	0	34	7
2012	224	Will Heller, TE	DET	17	23	150	8.8	1	19	0	9.4	0	86	9
2012	225	Shane Vereen, RB	NE	8	13	149	18.6	1	83	1	11.5	1	141	6
2012	226	John Kuhn, FB	GB	15	18	148	9.9	0	32	1	10.6	0	130	7
2012	227	Deion Branch, WR	NE	16	29	145	9.1	0	25	1	14.5	0	47	10
2012	228	Vonta Leach, FB	BAL	21	24	143	6.8	0	18	0	8.9	0	127	7
2012	229	Bilal Powell, RB	NYJ	17	35	140	8.2	0	16	0	10.0	0	130	9
2012	230	Jordan Norwood, WR	CLE	13	19	137	10.5	0	27	2	68.5	0	71	5
2012	 	Will Johnson, FB	PIT	15	26	137	9.1	1	26	2	8.6	0	83	8
2012	232	William Powell, RB	ARI	19	25	132	6.9	0	25	1	10.2	0	91	6
2012	233	Steve Smith, WR	STL	14	25	131	9.4	0	25	1	14.6	0	45	7
2012	234	Rashad Jennings, RB	JAC	19	26	130	6.8	0	26	2	13.0	0	159	5
2012	235	Jeff King, TE	ARI	17	29	129	7.6	0	27	2	8.1	0	58	6
2012	236	Michael Turner, RB	ATL	19	30	128	6.7	1	60	1	8.0	0	143	2
2012	 	Cole Beasley, WR	DAL	15	24	128	8.5	0	20	1	12.8	0	62	8
2012	238	Michael Robinson, FB	SEA	13	15	126	9.7	2	20	1	7.9	0	118	8
2012	239	Alex Green, RB	GB	18	29	125	6.9	0	19	0	10.4	1	154	5
2012	 	Kris Durham, WR	DET	8	21	125	15.6	1	27	2	31.3	0	24	72012
2012	241	Tandon Doss, WR	BAL	7	18	123	17.6	1	39	2	8.8	0	61	6
2012	242	Armanti Edwards, WR	CAR	5	9	121	24.2	0	82	1	7.6	0	72	3
2012	243	Dorin Dickerson, WR	BUF	9	15	117	13.0	0	24	3	10.6	1	67	5
2012	244	Marlon Moore, WR	MIA	6	11	116	19.3	1	37	3	8.3	0	28	5
2012	245	Montell Owens, RB	JAC	8	10	113	14.1	0	53	1	8.7	0	102	5
2012	246	Darrel Young, FB	WSH	8	9	109	13.6	2	28	2	6.8	0	82	6
2012	 	Evan Royster, RB	WSH	15	23	109	7.3	0	25	1	6.8	0	116	2
2012	 	Michael Hoomanawanui, TE	NE	5	7	109	21.8	0	41	2	7.8	0	50	4
2012	249	Jackie Battle, RB	SD	15	15	108	7.2	1	18	0	6.8	0	117	7
2012	 	Mike Thomas, WR	DET/JAC	18	40	108	6.0	1	12	0	6.8	0	29	6
2012	 	Kevin Elliott, WR	JAC	10	31	108	10.8	0	22	2	8.3	0	25	6
2012	252	LaRod Stephens-Howling, RB	ARI	17	30	106	6.2	0	24	1	7.6	0	133	5
2012	 	Jonathan Dwyer, RB	PIT	18	25	106	5.9	0	15	0	8.2	0	110	7
2012	 	Josh Cooper, WR	CLE	8	18	106	13.3	0	28	1	17.7	0	48	6
2012	255	BenJarvus Green-Ellis, RB	CIN	22	29	104	4.7	0	13	0	6.9	0	93	4
2012	 	Lawrence Vickers, FB	DAL	13	15	104	8.0	0	17	0	6.5	0	93	8
2012	257	Orson Charles, RB	CIN	8	10	101	12.6	0	25	1	6.3	0	48	5
2012	258	D.J. Ware, RB	TB	14	20	100	7.1	0	23	1	6.3	0	108	4
2012	259	Cedric Benson, RB	GB	14	15	97	6.9	0	18	0	19.4	0	99	4
2012	260	Dante Rosario, TE	SD	10	18	95	9.5	3	18	0	7.3	1	39	6
2012	261	Todd Heap, TE	ARI	8	13	94	11.8	0	28	1	47.0	0	35	5
2012	262	Donald Brown, RB	IND	9	13	93	10.3	0	39	2	9.3	0	98	2
2012	263	David Ausberry, TE	OAK	7	12	92	13.1	0	31	2	5.8	0	52	5
2012	264	Matt Willis, WR	DEN	10	22	90	9.0	0	19	0	6.0	0	25	5
2012	265	DeVier Posey, WR	HOU	6	14	87	14.5	0	36	1	7.9	0	32	3
2012	266	Andre Brown, RB	NYG	12	17	86	7.2	0	17	0	8.6	0	75	2
2012	266	Maurice Jones-Drew, RB	JAC	14	18	86	6.1	1	13	0	14.3	0	73	3
2012	266	David Thomas, TE	NO	11	17	86	7.8	4	20	1	5.7	0	43	6
2012	 	James Hanna, TE	DAL	8	11	86	10.8	0	29	1	5.4	0	48	4
2012	270	Cedric Peerman, RB	CIN	9	9	85	9.4	0	16	0	6.1	0	78	6
2012	 	Daniel Fells, TE	NE	4	10	85	21.3	0	35	2	6.5	0	34	3
2012	 	Keshawn Martin, WR	HOU	10	27	85	8.5	1	18	0	5.3	0	40	6
2012	273	Matthew Mulligan, TE	STL	8	12	84	10.5	1	18	0	5.3	0	36	6
2012	 	Bruce Miller, FB	SF	12	13	84	7.0	0	26	1	5.3	0	63	4
2012	275	Konrad Reuland, TE	NYJ	11	16	83	7.5	0	18	0	5.2	0	53	6
2012	 	Michael Bush, RB	CHI	9	11	83	9.2	0	18	0	6.4	0	90	6
2012	 	Erik Lorig, FB	TB	12	19	83	6.9	1	16	0	5.2	0	88	6
2012	278	Terrance Copper, WR	KC	8	12	79	9.9	0	17	0	5.3	0	19	3
2012	 	Kevin Smith, RB	DET	10	16	79	7.9	1	13	0	6.6	0	95	6
2012	 	Jorvorskie Lane, FB	MIA	11	12	79	7.2	1	24	1	4.9	1	63	32012
