Year	RK	PLAYER	TEAM	ATT	YDS	YDS/A	LONG	20+	TD	YDS/G	FUM	1DN
2006	27	Shaun Alexander, RB	SEA	252	896	3.6	33	2	7	89.6	5	53
2006	28	Corey Dillon, RB	NE	199	812	4.1	50	3	13	50.8	2	48
2006	29	Cadillac Williams, RB	TB	225	798	3.5	38	4	1	57.0	2	32
2006	30	Reuben Droughns, RB	CLE	220	758	3.4	22	1	4	54.1	5	38
2006	31	Laurence Maroney, RB	NE	175	745	4.3	41	7	6	53.2	1	40
2006	32	Kevin Jones, RB	DET	181	689	3.8	52	5	6	57.4	4	31
2006	33	Mike Bell, RB	DEN	157	677	4.3	48	3	8	45.1	1	40
2006	34	Justin Fargas, RB	OAK	178	659	3.7	48	1	1	41.2	1	27
2006	35	Marion Barber, RB	DAL	135	654	4.8	25	4	14	40.9	0	46
2006	36	Leon Washington, RB	NYJ	151	650	4.3	23	2	4	40.6	1	33
2006	37	Cedric Benson, RB	CHI	157	647	4.1	30	2	6	43.1	0	33
2006	38	Dominic Rhodes, RB	IND	187	641	3.4	17	0	5	40.1	2	38
2006	39	Jerious Norwood, RB	ATL	99	633	6.4	78	4	2	45.2	0	27
2006	40	Ron Dayne, RB	HOU	151	612	4.1	19	0	5	55.6	1	39
2006	41	Maurice Morris, RB	SEA	161	604	3.8	29	4	0	37.8	1	33
2006	42	Reggie Bush, RB	NO	155	565	3.6	18	0	6	35.3	2	27
2006	43	Vince Young, QB	TEN	83	552	6.7	39	6	7	36.8	6	31
2006	44	Clinton Portis, RB	WSH	127	523	4.1	38	3	7	65.4	0	29
2006	45	Michael Turner, RB	SD	80	502	6.3	73	7	2	38.6	0	24
2006	46	DeAngelo Williams, RB	CAR	121	501	4.1	31	5	1	38.5	1	30
2006	47	Wali Lundy, RB	HOU	124	476	3.8	35	4	4	34.0	1	29
2006	48	LaMont Jordan, RB	OAK	114	434	3.8	59	2	2	48.2	0	17
2006	49	Brandon Jacobs, RB	NYG	96	423	4.4	16	0	9	28.2	2	33
2006	50	Vernand Morency, RB	GB/HOU	91	421	4.6	39	4	2	32.4	2	24
2006	51	Sammy Morris, RB	MIA	92	400	4.3	55	2	1	33.3	2	17
2006	52	Anthony Thomas, RB	BUF	107	378	3.5	19	0	2	23.6	1	15
2006	53	Cedric Houston, RB	NYJ	113	374	3.3	31	2	5	46.8	0	20
2006	54	Kevan Barlow, RB	NYJ	131	370	2.8	12	0	6	30.8	1	19
2006	55	Correll Buckhalter, RB	PHI	83	345	4.2	20	1	2	21.6	1	16
2006	56	David Garrard, QB	JAX	47	250	5.3	20	1	0	22.7	2	20
2006	57	Michael Pittman, RB	TB	50	245	4.9	32	1	1	15.3	1	12
2006	58	LenDale White, RB	TEN	61	244	4.0	26	1	0	18.8	0	13
2006	59	Najeh Davenport, RB	PIT	60	221	3.7	48	2	1	17.0	1	9
2006	60	Samkon Gado, RB	GB/HOU	54	217	4.0	34	3	1	27.1	1	9
2006	61	Charlie Frye, QB	CLE	47	215	4.6	17	0	3	16.5	2	17
2006	62	Donovan McNabb, QB	PHI	32	212	6.6	37	2	3	21.2	2	14
2006	63	Michael Bennett, RB	KC	36	200	5.6	41	2	0	18.2	1	8
2006	64	David Carr, QB	HOU	53	195	3.7	16	0	2	12.2	5	16
2006	65	Artose Pinner, RB	MIN	43	190	4.4	21	1	3	15.8	1	11
2006	66	Jason Wright, RB	CLE	62	189	3.0	18	0	0	14.5	1	8
2006	67	Mike Anderson, RB	BAL	39	183	4.7	34	2	1	11.4	0	10
2006	68	Stephen Davis, RB	STL	40	177	4.4	16	0	0	11.8	1	10
2006	69	Mike Alstott, FB	TB	60	171	2.9	17	0	3	10.7	1	17
2006	70	Zack Crockett, RB	OAK	39	163	4.2	17	0	0	10.2	2	14
2006	71	Bruce Gradkowski, QB	TB	41	161	3.9	14	0	0	12.4	4	12
2006	72	Arlen Harris, RB	DET	49	158	3.2	20	1	1	15.8	0	8
2006	73	Jon Kitna, QB	DET	34	156	4.6	18	0	2	9.8	3	9
2006	73 	Chris Brown, RB	TEN	41	156	3.8	21	1	0	31.2	1	8
2006	75	Musa Smith, RB	BAL	36	153	4.3	30	1	0	12.8	1	7
2006	76	Noah Herron, RB	GB	37	150	4.1	19	0	1	9.4	0	7
2006	77	Mack Strong, FB	SEA	33	149	4.5	17	0	1	9.3	0	12
2006	78	Alex Smith, QB	SF	44	147	3.3	22	1	2	9.2	4	12
2006	79	J.P. Losman, QB	BUF	38	140	3.7	15	0	1	8.8	6	14
2006	79 	Lorenzo Neal, FB	SD	29	140	4.8	43	1	1	8.8	1	21
2006	81	Kenny Watson, RB	CIN	25	138	5.5	18	0	1	8.6	0	6
2006	82	T.J. Duckett, RB	WSH	38	132	3.5	19	0	2	13.2	1	9
2006	83	Mewelde Moore, RB	MIN	24	131	5.5	15	0	0	8.2	0	3
2006	84	Aaron Brooks, QB	OAK	22	124	5.6	23	1	0	15.5	4	5
2006	85	Javon Walker, WR	DEN	9	123	13.7	72	2	1	7.7	0	4
2006	85 	Kevin Faulk, RB	NE	25	123	4.9	11	0	1	8.2	0	6
2006	85 	Chris Taylor, RB	HOU	28	123	4.4	17	0	1	30.8	0	7
2006	88	Seneca Wallace, QB	SEA	12	122	10.2	37	2	0	15.3	2	5
2006	89	Steve McNair, QB	BAL	45	119	2.6	19	0	1	7.4	4	16
2006	90	Antwaan Randle El, WR	WSH	19	118	6.2	20	2	0	7.4	0	4
2006	91	Heath Evans, FB	NE	27	117	4.3	35	1	0	7.3	1	9
2006	92	Michael Robinson, FB	SF	38	116	3.1	33	1	2	7.3	0	5
2006	93	Jake Plummer, QB	DEN	36	112	3.1	19	0	1	7.0	3	10
2006	94	Matt Hasselbeck, QB	SEA	18	110	6.1	19	0	0	9.2	1	7
2006	95	Chad Pennington, QB	NYJ	35	109	3.1	15	0	0	6.8	1	12
2006	96	Jason Campbell, QB	WSH	24	107	4.5	15	0	0	15.3	1	8
2006	97	Justin Griffith, FB	ATL	19	106	5.6	21	1	1	6.6	2	2
2006	98	Brad Smith, WR	NYJ	18	103	5.7	32	2	0	6.4	0	11
2006	99	Tony Romo, QB	DAL	34	102	3.0	16	0	0	6.4	3	9
2006	99 	Tom Brady, QB	NE	49	102	2.1	22	1	0	6.4	1	13
2006	101	Ciatrick Fason, RB	MIN	18	99	5.5	15	0	1	19.8	0	6
2006	102	Ben Roethlisberger, QB	PIT	32	98	3.1	20	1	2	6.5	2	11
2006	103	Chris Chambers, WR	MIA	8	95	11.9	39	1	0	5.9	0	4
2006	104	Aveion Cason, RB	DET	24	94	3.9	16	0	0	15.7	0	4
2006	104	Bryan Gilmore, WR	SF	7	94	13.4	22	3	0	5.9	1	5
2006	106	Alvin Pearman, RB	JAX	19	89	4.7	12	0	1	6.8	0	4
2006	107	Jeff Garcia, QB	PHI	25	87	3.5	12	0	0	10.9	2	8
2006	108	Brad Johnson, QB	MIN	29	82	2.8	10	0	1	5.5	2	7
2006	108	Maurice Hicks, RB	SF	29	82	2.8	9	0	0	5.1	0	4
2006	108	Santana Moss, WR	WSH	7	82	11.7	35	2	0	5.9	1	3
2006	111	Cecil Sapp, FB	DEN	10	80	8.0	28	2	0	7.3	0	4
2006	112	Verron Haynes, FB	PIT	15	78	5.2	13	0	0	11.1	1	4
2006	113	Tarvaris Jackson, QB	MIN	15	77	5.1	13	0	1	19.3	0	4
2006	114	Travis Minor, RB	MIA	19	74	3.9	9	0	0	4.6	0	3
2006	115	Brad Hoover, FB	CAR	22	73	3.3	17	0	1	4.6	1	10
2006	116	ReShard Lee, RB	OAK	21	72	3.4	13	0	2	4.5	1	6
2006	117	Ryan Moats, RB	PHI	22	69	3.1	13	0	0	8.6	0	5
2006	118	Damien Nash, RB	DEN	18	66	3.7	26	2	0	22.0	0	2
2006	119	Steve Smith Sr., WR	CAR	8	61	7.6	24	2	1	4.4	1	3
2006	120	Jerome Harrison, RB	CLE	20	60	3.0	15	0	0	6.0	1	4
